---,Type,Item,Prop,PropSpawn,Trait,Currency,Pet,PetSpawn,Spawn,AffixSpawn,ItemModifySpawn,SpawnLevelFrom,SpawnLevelFixed,SpawnLevelAdd,SpawnLevelMult,Query,RequiredItemLevel,Tags,TagQuery,Quantity,bDropOnGround,bHidden,TraitParameterRowName,TraitParameterSource,bLimitedTime,bApplyToFortProp,StatusEffectClass,StatusEffectDuration,Notes
FortDecoUnlockItem_Legendary_ITU_Hearth_01,"Item","(RowName=""FortDecoUnlockItem_Legendary_ITU_Hearth_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","ITU_Hearth_01","CustomRowName","False","False","None","0.000000","Homesteader's Contract"
FortDecoUnlockItem_Legendary_ITU_PlanningTable_01,"Item","(RowName=""FortDecoUnlockItem_Legendary_ITU_PlanningTable_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","ITU_PlanningTable_01","CustomRowName","False","False","None","0.000000","Adventurer's Contract"
FortDecoUnlockItem_Legendary_ITU_wagon_01,"Item","(RowName=""FortDecoUnlockItem_Legendary_ITU_wagon_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","ITU_wagon_01","CustomRowName","False","False","None","0.000000","Craftsman's Contract"
FortDecoUnlockItem_Legendary_MapWorksProp,"Item","(RowName=""FortDecoUnlockItem_Legendary_MapWorksProp"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","MapWorksProp","CustomRowName","False","False","None","0.000000","Craftsman's Contract"
FortDecoUnlockItem_Legendary_Statue_ManaGuardian,"Item","(RowName=""FortDecoUnlockItem_Legendary_Statue_ManaGuardian"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Statue_ManaGuardian","CustomRowName","False","False","None","0.000000","Adventurer's Contract"
FortDecoUnlockItem_Legendary_VespidExhibit,"Item","(RowName=""FortDecoUnlockItem_Legendary_VespidExhibit"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","VespidExhibit","CustomRowName","False","False","None","0.000000","Craftsman's Contract"
FortDecoUnlockItem_Magic_Arch_WoodMoss_01,"Item","(RowName=""FortDecoUnlockItem_Magic_Arch_WoodMoss_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Arch_WoodMoss_01","CustomRowName","False","False","None","0.000000","Adventurer's Contract"
FortDecoUnlockItem_Magic_Banner_Imperial_01,"Item","(RowName=""FortDecoUnlockItem_Magic_Banner_Imperial_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Banner_Imperial_01","CustomRowName","False","False","None","0.000000","Adventurer's Contract"
FortDecoUnlockItem_Magic_Campfire_CookPot_Gob_02,"Item","(RowName=""FortDecoUnlockItem_Magic_Campfire_CookPot_Gob_02"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Campfire_CookPot_Gob_02","CustomRowName","False","False","None","0.000000","Craftsman's Contract"
FortDecoUnlockItem_Magic_Cauldron_Goblin,"Item","(RowName=""FortDecoUnlockItem_Magic_Cauldron_Goblin"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Cauldron_Goblin","CustomRowName","False","False","None","0.000000","Craftsman's Contract"
FortDecoUnlockItem_Magic_CrateCrystals_01,"Item","(RowName=""FortDecoUnlockItem_Magic_CrateCrystals_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","CrateCrystals_01","CustomRowName","False","False","None","0.000000","Homesteader's Contract"
FortDecoUnlockItem_Magic_Gcave_banner_01,"Item","(RowName=""FortDecoUnlockItem_Magic_Gcave_banner_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Gcave_banner_01","CustomRowName","False","False","None","0.000000","Adventurer's Contract"
FortDecoUnlockItem_Magic_Gcave_carvedrocks_01,"Item","(RowName=""FortDecoUnlockItem_Magic_Gcave_carvedrocks_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Gcave_carvedrocks_01","CustomRowName","False","False","None","0.000000","Craftsman's Contract"
FortDecoUnlockItem_Magic_Gcave_dome_01,"Item","(RowName=""FortDecoUnlockItem_Magic_Gcave_dome_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Gcave_dome_01","CustomRowName","False","False","None","0.000000","Craftsman's Contract"
FortDecoUnlockItem_Magic_Gcave_entrance_02,"Item","(RowName=""FortDecoUnlockItem_Magic_Gcave_entrance_02"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Gcave_entrance_02","CustomRowName","False","False","None","0.000000","Adventurer's Contract"
FortDecoUnlockItem_Magic_Gcave_gourd_02,"Item","(RowName=""FortDecoUnlockItem_Magic_Gcave_gourd_02"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Gcave_gourd_02","CustomRowName","False","False","None","0.000000","Adventurer's Contract"
FortDecoUnlockItem_Magic_Gcave_minecart_01,"Item","(RowName=""FortDecoUnlockItem_Magic_Gcave_minecart_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Gcave_minecart_01","CustomRowName","False","False","None","0.000000","Craftsman's Contract"
FortDecoUnlockItem_Magic_Gobrr_fishingpile_01,"Item","(RowName=""FortDecoUnlockItem_Magic_Gobrr_fishingpile_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Gobrr_fishingpile_01","CustomRowName","False","False","None","0.000000","Homesteader's Contract"
FortDecoUnlockItem_Magic_GroundHatch,"Item","(RowName=""FortDecoUnlockItem_Magic_GroundHatch"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","GroundHatch","CustomRowName","False","False","None","0.000000","Homesteader's Contract"
FortDecoUnlockItem_Magic_ITU_Bathtub_01,"Item","(RowName=""FortDecoUnlockItem_Magic_ITU_Bathtub_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","ITU_Bathtub_01","CustomRowName","False","False","None","0.000000","Homesteader's Contract"
FortDecoUnlockItem_Magic_ITU_Wall_Wood_01,"Item","(RowName=""FortDecoUnlockItem_Magic_ITU_Wall_Wood_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","ITU_Wall_Wood_01","CustomRowName","False","False","None","0.000000","Homesteader's Contract"
FortDecoUnlockItem_Magic_ITU_Wall_Wood_02,"Item","(RowName=""FortDecoUnlockItem_Magic_ITU_Wall_Wood_02"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","ITU_Wall_Wood_02","CustomRowName","False","False","None","0.000000","Homesteader's Contract"
FortDecoUnlockItem_Magic_LampPost,"Item","(RowName=""FortDecoUnlockItem_Magic_LampPost"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","LampPost","CustomRowName","False","False","None","0.000000","Craftsman's Contract"
FortDecoUnlockItem_Magic_LampPost_Imperial_01,"Item","(RowName=""FortDecoUnlockItem_Magic_LampPost_Imperial_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","LampPost_Imperial_01","CustomRowName","False","False","None","0.000000","Adventurer's Contract"
FortDecoUnlockItem_Magic_Rug_Cowskin_01,"Item","(RowName=""FortDecoUnlockItem_Magic_Rug_Cowskin_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Rug_Cowskin_01","CustomRowName","False","False","None","0.000000","Homesteader's Contract"
FortDecoUnlockItem_Magic_Rug_ImperialOutpost_02,"Item","(RowName=""FortDecoUnlockItem_Magic_Rug_ImperialOutpost_02"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Rug_ImperialOutpost_02","CustomRowName","False","False","None","0.000000","Craftsman's Contract"
FortDecoUnlockItem_Magic_Table_Wood_Bare_01,"Item","(RowName=""FortDecoUnlockItem_Magic_Table_Wood_Bare_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Table_Wood_Bare_01","CustomRowName","False","False","None","0.000000","Homesteader's Contract"
FortDecoUnlockItem_Magic_Telescope_01,"Item","(RowName=""FortDecoUnlockItem_Magic_Telescope_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Telescope_01","CustomRowName","False","False","None","0.000000","Craftsman's Contract"
FortDecoUnlockItem_Magic_Tent_White_01,"Item","(RowName=""FortDecoUnlockItem_Magic_Tent_White_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Tent_White_01","CustomRowName","False","False","None","0.000000","Homesteader's Contract"
FortDecoUnlockItem_Magic_Tree_Evergreen_01,"Item","(RowName=""FortDecoUnlockItem_Magic_Tree_Evergreen_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Tree_Evergreen_01","CustomRowName","False","False","None","0.000000","Homesteader's Contract"
FortDecoUnlockItem_Magic_Tree_IO_Oaktree_01,"Item","(RowName=""FortDecoUnlockItem_Magic_Tree_IO_Oaktree_01"")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","(RowName="""")","Fixed","1.000000","0.000000","0.000000","None","0.000000","(GameplayTags=)","(TokenStreamVersion=0,TagDictionary=,QueryTokenStream=,UserDescription="""",AutoDescription="""")","1","False","False","Tree_IO_Oaktree_01","CustomRowName","False","False","None","0.000000","Adventurer's Contract"
