---,MinLevel,MaxLevel,DropWeight,MaxCount,TextFormat,ItemTextFormat,bAlwaysShowAffixName,bIsPrimaryAffix,TraitType,AffixTags,ElementTag,AffixCurveValue1,AffixCurveValue2,AffixCurveValue3,AffixCurveValue4,AffixCurveValue5,AffixCurveValue6,TraitString,Normal,Magic,Rare,Legendary,Unique,EnchantingMagicMultipliers,EnchantingRareMultipliers,EnchantingLegendaryMultipliers,LifeboundMultiplier,bRound,TextOnDrop,Notes
Endurance_Regen_Primary,"1.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""AB1CB2D8401B10F63A10A99D18D1562E"", ""+{0%}% Endurance /sec Regen"")","","False","True","Default","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Affix.NonElemental""),(TagName=""Character.Player.Railman""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Weapon.Shield""),(TagName=""Affix.Energy.Regen.Weak"")))","(TagName="""")","EnergyRegen","None","None","None","None","None","RailmanEndurance.Regen.Multiplier","0.25-0.4","0.375-0.625","0.575-0.775","0.8-1.0","","","","","1.200000","False","","Charge: Railmaster"
Endurance_Regen_Primary_Strong,"1.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""AB1CB2D8401B10F63A10A99D18D1562E"", ""+{0%}% Endurance /sec Regen"")","","False","True","Default","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Affix.NonElemental""),(TagName=""Character.Player.Railman""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Weapon.Shield""),(TagName=""Affix.Energy.Regen.Strong"")))","(TagName="""")","EnergyRegen","None","None","None","None","None","RailmanEndurance.Regen.Multiplier","0.3-0.48","0.45-0.75","0.69-0.93","0.96-1.2","","","","","1.200000","False","","Charge: Railmaster"
Endurance_Regen,"1.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""AB1CB2D8401B10F63A10A99D18D1562E"", ""+{0%}% Endurance /sec Regen"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Affix.Energy.Regen""),(TagName=""Character.Player.Railman""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Weapon.Shield"")))","(TagName="""")","EnergyRegen","None","None","None","None","None","RailmanEndurance.Regen.Multiplier","0.1-0.16","0.15-0.25","0.23-0.31","0.32-0.4","","","","","1.200000","False","","Charge: Railmaster"
Ammo_Regen_Primary,"1.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""Ammo_Regen_Primary_TextFormat"", ""+{0%}% Ammo /sec Regen"")","","False","True","Default","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Affix.NonElemental""),(TagName=""Character.Player.Sharpshooter""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Weapon.Shield""),(TagName=""Affix.Energy.Regen.Weak"")))","(TagName="""")","EnergyRegen","None","None","None","None","None","Ammo.Regen.Multiplier","0.25-0.4","0.375-0.625","0.575-0.775","0.8-1.0","","","","","1.200000","False","","Charge: Dusk Mage"
Ammo_Regen_Primary_Strong,"1.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""Ammo_Regen_Primary_Strong_TextFormat"", ""+{0%}% Ammo /sec Regen"")","","False","True","Default","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Affix.NonElemental""),(TagName=""Character.Player.Sharpshooter""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Weapon.Shield""),(TagName=""Affix.Energy.Regen.Strong"")))","(TagName="""")","EnergyRegen","None","None","None","None","None","Ammo.Regen.Multiplier","0.3-0.48","0.45-0.75","0.69-0.93","0.96-1.2","","","","","1.200000","False","","Charge: Dusk Mage"
Ammo_Regen,"1.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""Ammo_Regen_TextFormat"", ""+{0%}% Ammo /sec Regen"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Affix.Energy.Regen""),(TagName=""Character.Player.Sharpshooter""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Weapon.Shield"")))","(TagName="""")","EnergyRegen","None","None","None","None","None","Ammo.Regen.Multiplier","0.1-0.16","0.15-0.25","0.23-0.31","0.32-0.4","","","","","1.200000","False","","Charge: Dusk Mage"
Energy_Regen_Primary,"1.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""E71AACD04FDFAB93187502B0CE5421DA"", ""+{0%}% Mana /sec Regen"")","","False","True","Default","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Affix.NonElemental""),(TagName=""Character.Player.DuskMage""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Weapon.Shield""),(TagName=""Affix.Energy.Regen.Weak"")))","(TagName="""")","EnergyRegen","None","None","None","None","None","Energy.Regen.Multiplier","0.25-0.4","0.375-0.625","0.575-0.775","0.8-1.0","","","","","1.200000","False","","Charge: Dusk Mage"
Energy_Regen_Primary_Strong,"1.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""E71AACD04FDFAB93187502B0CE5421DA"", ""+{0%}% Mana /sec Regen"")","","False","True","Default","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Affix.NonElemental""),(TagName=""Character.Player.DuskMage""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Weapon.Shield""),(TagName=""Affix.Energy.Regen.Strong"")))","(TagName="""")","EnergyRegen","None","None","None","None","None","Energy.Regen.Multiplier","0.3-0.48","0.45-0.75","0.69-0.93","0.96-1.2","","","","","1.200000","False","","Charge: Dusk Mage"
Energy_Regen,"1.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""E71AACD04FDFAB93187502B0CE5421DA"", ""+{0%}% Mana /sec Regen"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Affix.Energy.Regen""),(TagName=""Character.Player.DuskMage""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Weapon.Shield"")))","(TagName="""")","EnergyRegen","None","None","None","None","None","Energy.Regen.Multiplier","0.1-0.16","0.15-0.25","0.23-0.31","0.32-0.4","","","","","1.200000","False","","Charge: Dusk Mage"
FireballOnBlock,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""7851AAAF4D732F80C931B78D1010A922"", ""{0%}% chance to shoot a piercing fireball that deals 150% weapon damage as Fire damage on Block"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Weapon.Shield""),(TagName=""Affix.NonElemental""),(TagName=""Affix.Block"")))","(TagName="""")","ProcAmount","None","None","None","None","None","ProcChance|FireballOnBlock","",".5-.65",".75-.85","1-1.25","","","","","1.200000","False","",""
FreezeWhenHit,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""C4EAA00747EEBD033379BC9C8399FCF0"", ""Briefly freeze enemies who attack you up close."")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Weapon.Global""),(TagName=""Affix.Effect.Ice""),(TagName=""Item.Weapon.1H"")))","(TagName="""")","Ones","FreezeDuration","None","None","None","None","ProcChance|FreezeWhenHit;ElementalProcDuration|Proc.FreezeWhenHit","","","","","","","","","1.200000","False","","Legendary Secondary"
GoldBagTooltip,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""E3D49E0E4AF976623294C2BACB12486F"", ""Use this to get a bounty of gold."")","","False","False","NoTraits","(GameplayTags=)","(TagName="""")","None","None","None","None","None","None","","","","","","","","","","1.200000","False","",""
HitPoints_Bonus_Primary,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""CE4D9247412F8F1B5511A1B9C92FA77C"", ""+{0} Health"")","NSLOCTEXT(""AffixTable"", ""1B6645B1463D8EF0ED262D8A5C61EFC5"", ""Robust {0}"")","False","True","Default","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Locomotion""),(TagName=""Affix.Hitpoints.Bonus""),(TagName=""Item.Pet.Collar"")))","(TagName="""")","HitPointsBonus","None","None","None","None","None","Hitpoints.Max","0.5-1.0","0.74-1.53","1.28-2","1.74-2.53","","","","","1.200000","False","",""
HitPoints_Bonus_Secondary,"1.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""D34CA8EC475E62DFCBECBAAC8ADF22B2"", ""+{0} Health"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Weapon.Shield""),(TagName=""Affix.Hitpoints.Bonus""),(TagName=""Item.Pet.Collar"")))","(TagName="""")","HitPointsBonus","None","None","None","None","None","Hitpoints.Max","","0.22-0.46","0.38-0.6","0.39-0.76","","","","","1.200000","False","",""
HitPoints_OnKill,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""303E70C14C16E17D7E8C43B367A17D0B"", ""+{0} Health on kill"")","NSLOCTEXT(""AffixTable"", ""4C3FD0D94F834AE7F0B743A367FE48C0"", ""{0} of Recovery"")","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Affix.Hitpoints.OnKill""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Pet.Collar""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","HealthOnKill","None","None","None","None","None","HealthOnKillVsTarget|Character.Monster","0.75-0.9","0.8-1.0","1.0-1.3","1.5-2.5","","","","","1.200000","False","",""
HitPoints_OnKill_vsChampions,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""4FBCE8A3478A4FFE9A564196CD4CB53F"", ""+{0} Health on killing a Champion or stronger"")","","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Affix.Hitpoints.OnKill""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Pet.Collar""),(TagName=""Affix.vsChampions"")))","(TagName="""")","HealthOnKill","None","None","None","None","None","HealthOnKillVsTarget|Character.Monster.Champion","","","","4.0-5.0","","","","","1.200000","False","","Legendary Secondary"
HitPoints_OnKill_vsGoblins,"10.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""B32308FC4983B4F88B327E8184C22DA8"", ""+{0} Health on killing a Goblin"")","","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.Hitpoints.OnKill""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Pet.Collar""),(TagName=""Affix.vsMonsterType.Goblins""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","HealthOnKill","None","None","None","None","None","HealthOnKillVsTarget|Character.Monster.Goblin","0.9-1.08","1.152-1.44","1.5-2","2-3","","","","","1.200000","False","",""
HitPoints_OnKill_vsNetherim,"10.000000","100.000000","60","0","NSLOCTEXT(""AffixTable"", ""B315A93F4DDB4B28D960A39763288E75"", ""+{0} Health on killing a Netherim"")","","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Affix.Hitpoints.OnKill""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Pet.Collar""),(TagName=""Affix.vsNetherim""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","HealthOnKill","None","None","None","None","None","HealthOnKillVsTarget|Character.Monster.Netherim","0.9-1.08","0.96-1.2","1.5-2","2-3","","","","","1.200000","False","",""
HitPoints_OnKill_vsVespid,"10.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""8F6C8E96451D8A2DF4831E9A6E221EC9"", ""+{0} Health on killing a Hyvid"")","","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.Hitpoints.OnKill""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Pet.Collar""),(TagName=""Affix.vsMonsterType.Vespid""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","HealthOnKill","None","None","None","None","None","HealthOnKillVsTarget|Character.Monster.Vespid","0.9-1.08","0.96-1.2","1.5-2","2-3","","","","","1.200000","False","",""
HitPoints_OnKill_vsVoltura,"10.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""4535CFF446FEACA97494A483E1BBC079"", ""+{0} Health on killing a Voltura"")","","False","False","Weapon","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.Hitpoints.OnKill""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Pet.Collar""),(TagName=""Affix.vsMonsterType.Voltura""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","HealthOnKill","None","None","None","None","None","HealthOnKillVsTarget|Character.Monster.Voltura","0.9-1.08","0.96-1.2","1.5-2","2-3","","","","","1.200000","False","",""
HitPoints_Regen_Secondary,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""HitPoints_Regen_Secondary_TextFormat"", ""+{0} Health /sec Regen"")","NSLOCTEXT(""AffixTable"", ""HitPoints_Regen_Secondary_ItemTextFormat"", ""{0} of Invigoration"")","True","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Boots""),(TagName=""Affix.Hitpoints.Regen""),(TagName=""Item.Pet.Collar"")))","(TagName="""")","HealthRegen","None","None","None","None","None","Hitpoints.Regen","","0.67-1.0","1.0-1.33","1.65-3.33","","","","","1.200000","False","",""
Lifebound,"1.000000","100.000000","0","0","","NSLOCTEXT(""AffixTable"", ""34295FEA4B11B0E9EC2F0B88B84E97D2"", ""Phasic {0}"")","True","False","Default","(GameplayTags=)","(TagName="""")","Ones","None","None","None","None","None","Lifebound","1","1","1","1","","","","","1.200000","False","",""
Luck_Gold,"1.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""AFF593E84F12DB1E0DBDB2A1087451A5"", ""+{0%}% Gold Luck"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Hatch""),(TagName=""Affix.Mapworks.Positive"")))","(TagName="""")","Ones","None","None","None","None","None","Luck|Item.Currency.Gold","0.01-0.06","0.05-0.12","0.10-0.18","0.16-0.25","","","","","1.200000","False","",""
Luck_Item,"1.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""1654AE2C4F38440470A4BCA4F1612CF3"", ""+{0%}% Gear Luck"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Helm""),(TagName=""Affix.Mapworks.Positive"")))","(TagName="""")","Ones","None","None","None","None","None","Luck|Item.Gear","0.01-0.04","0.035-0.06","0.05-0.09","0.08-0.16","","","","","1.200000","False","",""
Luck_Potion,"1.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""FD0359014213CB5AFC96DEBED97D7AC9"", ""+{0%}% Potion Luck"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Locomotion""),(TagName=""Affix.Mapworks.Positive"")))","(TagName="""")","Ones","None","None","None","None","None","Luck|Item.Potion","0.01-0.05","0.04-0.1","0.08-0.16","0.15-0.2","","","","","1.200000","False","",""
Luck_SP,"1.000000","100.000000","200","1","NSLOCTEXT(""AffixTable"", ""3C95A42048CCA3E3AB0D028E053CAD3A"", ""+{0%}% Skill Point Luck"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Weapon""),(TagName=""Affix.Mapworks.Positive"")))","(TagName="""")","Ones","None","None","None","None","None","Luck|Currency.SkillPoint","0.01-0.06","0.05-0.2","0.18-0.3","0.26-0.4","","","","","1.200000","False","",""
Lucky,"1.000000","100.000000","0","1","","","False","False","NoTraits","(GameplayTags=)","(TagName="""")","None","None","None","None","None","None","","","","","","","","","","1.200000","False","NSLOCTEXT(""AffixTable"", ""CB736D04444575F8056390A3BE592E1F"", ""Lucky!"")","This is to help track that the item was a lucky drop and display some text."
Mapworks_CompetitiveSpeedrun_Rare,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""6130D52F41A523DE0236F49082F2C7AB"", ""Compete against other adventurers for the fastest boss run."")","","False","True","NoTraits","(GameplayTags=((TagName=""Affix.Mapworks.Competitive"")))","(TagName="""")","None","None","None","None","None","None","MapworksRowNames|Speedrun1","1","1","1","1","1","","","","1.200000","False","",""
Mapworks_DisablePotion,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""AAFC794D4DFA9C895AC20D8DC2858EDF"", ""Potions are disabled."")","","False","True","NoTraits","(GameplayTags=((TagName=""Affix.Mapworks.Negative"")))","(TagName="""")","None","None","None","None","None","None","MapworksRowNames|DisablePotion","1","","","","","","","","1.200000","False","",""
Mapworks_Finishing,"1.000000","100.000000","0","0","","","False","False","NoTraits","(GameplayTags=)","(TagName="""")","None","None","None","None","None","None","MapworksRowNames|MapWorksDungeon_Global","1","1","1","1","","","","","1.200000","False","",""
Mapworks_GoblinDungeons,"1.000000","100.000000","0","0","","NSLOCTEXT(""AffixTable"", ""A90C847544120233151F3892DA8DA205"", ""Blazing {0}"")","True","False","NoTraits","(GameplayTags=)","(TagName="""")","None","None","None","None","None","None","MapworksRowNames|MapWorksDungeon_GoblinForest","1","1","1","1","","","","","1.200000","False","",""
Mapworks_HyvidDungeons,"1.000000","100.000000","0","0","","NSLOCTEXT(""AffixTable"", ""91E3F4264C076699E1F48494840D5B9F"", ""Venomous {0}"")","True","False","NoTraits","(GameplayTags=)","(TagName="""")","None","None","None","None","None","None","MapworksRowNames|MapWorksDungeon_InfestedForest","1","1","1","1","","","","","1.200000","False","",""
Mapworks_EchonokDungeons,"1.000000","100.000000","0","0","","NSLOCTEXT(""AffixTable"", ""EE80732843949E0F2666C4B7F2A4F755"", ""Voltaic {0}"")","True","False","NoTraits","(GameplayTags=)","(TagName="""")","None","None","None","None","None","None","MapworksRowNames|MapWorksDungeon_EchonokMountains","1","1","1","1","","","","","1.200000","False","",""
Mapworks_GoldLuck_Common,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""36142E684C14B98F381C7D9F5733292D"", ""+5% Bonus Gold Luck"")","","False","True","NoTraits","(GameplayTags=((TagName=""Affix.Mapworks.Positive"")))","(TagName="""")","None","None","None","None","None","None","MapworksRowNames|GoldLuck_Common","1","1","1","1","","","","","1.200000","False","",""
Mapworks_GoldLuck_Legendary,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""CC87A26849AB0812AEC832BC7CCFD8CE"", ""+20% Bonus Gold Luck"")","","False","True","NoTraits","(GameplayTags=((TagName=""Affix.Mapworks.Positive"")))","(TagName="""")","None","None","None","None","None","None","MapworksRowNames|GoldLuck_Legendary","1","1","1","1","","","","","1.200000","False","",""
Mapworks_GoldLuck_Magic,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""247109C241F49BC17D53B3B57D2AB51E"", ""+10% Bonus Gold Luck"")","","False","True","NoTraits","(GameplayTags=((TagName=""Affix.Mapworks.Positive"")))","(TagName="""")","None","None","None","None","None","None","MapworksRowNames|GoldLuck_Magic","1","1","1","1","","","","","1.200000","False","",""
Mapworks_GoldLuck_Rare,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""B430EA4E4E29634501EE7781476918D6"", ""+15% Bonus Gold Luck"")","","False","True","NoTraits","(GameplayTags=((TagName=""Affix.Mapworks.Positive"")))","(TagName="""")","None","None","None","None","None","None","MapworksRowNames|GoldLuck_Rare","1","1","1","1","","","","","1.200000","False","",""
Mapworks_Hardcore,"1.000000","100.000000","0","0","NSLOCTEXT(""AffixTable"", ""FADCE23E43AE71F8D4F227B57E24823E"", ""Hardcore Dungeon"")","","False","True","NoTraits","(GameplayTags=((TagName=""Affix.Mapworks.Negative"")))","(TagName="""")","None","None","None","None","None","None","MapworksRowNames|Hardcore","1","","","","","","","","1.200000","False","",""
