---,LevelRangeString,DropWeight,MaxCount,TextFormat,ItemTextFormat,bAlwaysShowAffixName,bIsPrimaryAffix,TraitType,AffixTags,SkillNameTag,ElementTag,AffixCurveValue1,AffixCurveValue2,AffixCurveValue3,AffixCurveValue4,AffixCurveValue5,AffixCurveValue6,TraitString,Normal,Magic,Rare,Legendary,Unique,SetBonusTag,SetBonusCountRequired,EnchantingMagicMultipliers,EnchantingRareMultipliers,EnchantingLegendaryMultipliers,LifeboundMultiplier,bRound,TextOnDrop,Notes
EnchantingSlot_Rare,"47-100","100","1","NSLOCTEXT(""AffixTable"", ""0715F4814B4B165DDA67BEB08E3686F6"", ""{0} Enchanting Slot"")","","False","False","Default","(GameplayTags=((TagName=""Affix.EnchantingSlot""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Gloves""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Shoulders""),(TagName=""Item.Pet.Collar""),(TagName=""Item.Pet.Tag""),(TagName=""Item.Weapon.Bow""),(TagName=""Item.Weapon.Cannon""),(TagName=""Item.Weapon.Digitus""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Weapon.Greatweapon""),(TagName=""Item.Weapon.Hammer""),(TagName=""Item.Weapon.Mace""),(TagName=""Item.Weapon.Pistol""),(TagName=""Item.Weapon.Rifle""),(TagName=""Item.Weapon.Shield""),(TagName=""Item.Weapon.Staff""),(TagName=""Item.Weapon.Sword""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","EnchantingSlots","","","1","","","(TagName="""")","0","","","","1.000000","True","",""
EnchantingSlotSingle,"1-100","0","4","NSLOCTEXT(""AffixTable"", ""D5E09EB44815F82DFDC48492143C13EE"", ""{0} Enchanting Slot"")","","False","False","Default","(GameplayTags=)","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","EnchantingSlots","1","1","1","1","","(TagName="""")","0","","","","1.200000","False","",""
Endurance_Regen,"1-100","200","1","NSLOCTEXT(""AffixTable"", ""8DB78D9342348AD864DE8BA1FBE9255D"", ""+{0%}% Endurance /sec. Regen"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Affix.Energy.Regen""),(TagName=""Character.Player.Railman""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Boots"")))","(TagName="""")","(TagName="""")","EnergyRegen","None","None","None","None","None","RailmanEndurance.Regen.Multiplier","0.1-0.16","0.15-0.25","0.23-0.31","0.23-0.31","","(TagName="""")","0","","","","1.200000","False","","Charge: Railmaster"
Endurance_Regen_Primary,"1-100","200","1","NSLOCTEXT(""AffixTable"", ""24BFC10E4C191C3559CEAEA5E8ACE827"", ""+{0%}% Endurance /sec. Regen"")","","False","True","Default","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Affix.NonElemental""),(TagName=""Character.Player.Railman""),(TagName=""Item.Weapon.Focus""),(TagName=""Affix.Energy.Regen.Weak"")))","(TagName="""")","(TagName="""")","EnergyRegen","None","None","None","None","None","RailmanEndurance.Regen.Multiplier","0.25-0.4","0.375-0.625","0.575-0.775","0.575-0.775","","(TagName="""")","0","","","","1.200000","False","","Charge: Railmaster"
Endurance_Regen_Primary_Strong,"1-100","200","1","NSLOCTEXT(""AffixTable"", ""B92AB7D54DBD0B44029BE28BB04E83D2"", ""+{0%}% Endurance /sec. Regen"")","NSLOCTEXT(""AffixTable"", ""9C7CAA994ED159AEF0FD9887C26A3E0B"", ""Bold {0}"")","False","True","Default","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Affix.NonElemental""),(TagName=""Character.Player.Railman""),(TagName=""Item.Weapon.Focus""),(TagName=""Affix.Energy.Regen.Strong"")))","(TagName="""")","(TagName="""")","EnergyRegen","None","None","None","None","None","RailmanEndurance.Regen.Multiplier","0.3-0.48","0.45-0.75","0.69-0.93","0.69-0.93","","(TagName="""")","0","","","","1.200000","False","","Charge: Railmaster"
Energy_Regen,"1-100","200","1","NSLOCTEXT(""AffixTable"", ""54353BED4D54ABE00AF2BDBC5307ABFF"", ""+{0%}% Mana /sec. Regen"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Affix.Energy.Regen""),(TagName=""Character.Player.DuskMage""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Boots"")))","(TagName="""")","(TagName="""")","EnergyRegen","None","None","None","None","None","Energy.Regen.Multiplier","0.1-0.16","0.15-0.25","0.23-0.31","0.23-0.31","","(TagName="""")","0","","","","1.200000","False","","Charge: Dusk Mage"
Energy_Regen_Primary,"1-100","200","1","NSLOCTEXT(""AffixTable"", ""016CF6F647334EE89A86BB9E9083D54C"", ""+{0%}% Mana /sec. Regen"")","","False","True","Default","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Affix.NonElemental""),(TagName=""Character.Player.DuskMage""),(TagName=""Item.Weapon.Focus""),(TagName=""Affix.Energy.Regen.Weak"")))","(TagName="""")","(TagName="""")","EnergyRegen","None","None","None","None","None","Energy.Regen.Multiplier","0.25-0.4","0.375-0.625","0.575-0.775","0.575-0.775","","(TagName="""")","0","","","","1.200000","False","","Charge: Dusk Mage"
Energy_Regen_Primary_Strong,"1-100","200","1","NSLOCTEXT(""AffixTable"", ""A9EBE71646461ABD869A9499D319FB94"", ""+{0%}% Mana /sec. Regen"")","NSLOCTEXT(""AffixTable"", ""8F95D1D548B91E1E5FE07E90FD6FF0EB"", ""Arcane {0}"")","False","True","Default","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Affix.NonElemental""),(TagName=""Character.Player.DuskMage""),(TagName=""Item.Weapon.Focus""),(TagName=""Affix.Energy.Regen.Strong"")))","(TagName="""")","(TagName="""")","EnergyRegen","None","None","None","None","None","Energy.Regen.Multiplier","0.3-0.48","0.45-0.75","0.69-0.93","0.69-0.93","","(TagName="""")","0","","","","1.200000","False","","Charge: Dusk Mage"
Evasion_Large_Primary,"1-100","0","1","NSLOCTEXT(""AffixTable"", ""773C23C74A48D51D60230189948FBFA3"", ""{0%}% chance to Evade damage"")","NSLOCTEXT(""AffixTable"", ""227BB8A64466E92274D957A5C8AB49CA"", ""Nimble {0}"")","False","True","Default","(GameplayTags=((TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Locomotion""),(TagName=""Affix.Primary""),(TagName=""Affix.Evasion"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","Evasion",".08-.12",".08-.12",".11-.15",".11-.15","","(TagName="""")","0","","","","1.200000","False","",""
Evasion_Large_Secondary,"1-100","0","1","NSLOCTEXT(""AffixTable"", ""6662C0884C2AA76CBDC37EAFA3812402"", ""{0%}% chance to Evade damage"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Locomotion""),(TagName=""Affix.Evasion"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","Evasion",".03-.06",".03-.06",".05-.08",".05-.08","","(TagName="""")","0","","","","1.200000","False","",""
Evasion_Medium_Primary,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""D6A8D9AF4FA907861655CEBA79CD27C1"", ""{0%}% chance to Evade damage"")","NSLOCTEXT(""AffixTable"", ""238ED3E14FE1EAC690297E9BAD92CF64"", ""Nimble {0}"")","False","True","Default","(GameplayTags=((TagName=""Item.Armour.Helm""),(TagName=""Affix.Primary""),(TagName=""Affix.Evasion"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","Evasion",".06-.1",".06-.1",".09-.13",".09-.13","","(TagName="""")","0","","","","1.200000","False","",""
Evasion_Medium_Secondary,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""6B3E73C942256A7539094C92878A8DE8"", ""{0%}% chance to Evade damage"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Armour.Helm""),(TagName=""Affix.Evasion"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","Evasion",".02-.05",".02-.05",".04-.07",".04-.07","","(TagName="""")","0","","","","1.200000","False","",""
Evasion_Small_Primary,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""A459B0504842CD59060F25932C990869"", ""{0%}% chance to Evade damage"")","NSLOCTEXT(""AffixTable"", ""8A32B66242F92FB7F4180FA35BF7C8BC"", ""Nimble {0}"")","False","True","Default","(GameplayTags=((TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Gloves""),(TagName=""Affix.Primary""),(TagName=""Affix.Evasion"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","Evasion",".04-.08",".04-.08",".07-.11",".07-.11","","(TagName="""")","0","","","","1.200000","False","",""
Evasion_Small_Secondary,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""0563C02F437589CBAF7EAA9339E914E4"", ""{0%}% chance to Evade damage"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Gloves""),(TagName=""Affix.Evasion"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","Evasion",".01-.04",".01-.04",".03-.06",".03-.06","","(TagName="""")","0","","","","1.200000","False","",""
FireballOnBlock,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""DAF63890488F963DD8DDF2B93FA0C12C"", ""{0%}% chance to shoot a piercing fireball that deals 150% Weapon Damage as Fire damage on Block"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Weapon.Shield""),(TagName=""Affix.NonElemental""),(TagName=""Affix.FireballOnBlock"")))","(TagName="""")","(TagName="""")","ProcAmount","None","None","None","None","None","ProcChance|FireballOnBlock","",".5-.65",".75-.85",".75-.85","","(TagName="""")","0","","","","1.200000","False","",""
FormerLifebound,"1-100","0","0","","","False","False","NoTraits","(GameplayTags=)","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","","","","","","","(TagName="""")","0","","","","1.200000","False","",""
FreezeWhenHit,"1-100","0","0","NSLOCTEXT(""AffixTable"", ""C4EAA00747EEBD033379BC9C8399FCF0"", ""Briefly freeze enemies who attack you up close."")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Weapon.Global""),(TagName=""Affix.Effect.Ice""),(TagName=""Item.Weapon.1H"")))","(TagName="""")","(TagName="""")","Ones","FreezeDuration","None","None","None","None","ProcChance|FreezeWhenHit;ElementalProcDuration|Proc.FreezeWhenHit","","","","","","(TagName="""")","0","","","","1.200000","False","","Legendary Secondary"
GhostGuardOnBlock,"1-100","0","1","NSLOCTEXT(""AffixTable"", ""910A042C4F2D7C5812FC2FA877CE9EA7"", ""{1%}% chance to Summon a Spectral Guard on Block"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","(TagName="""")","Ones","Ones","None","None","None","None","MinionsOnProcFromAffix|AffixOnProcGhostGuard;ProcChance|GhostGuardOnBlock","","1;0.05-.15","1;0.1-0.2","1;0.1-0.2","","(TagName="""")","0","","","","1.200000","False","",""
GhostGuardOnCrit,"1-100","0","1","NSLOCTEXT(""AffixTable"", ""64804E0946CF6A21BD73BF8CC9A6C3EB"", ""{1%}% chance to Summon a Spectral Guard on Critical Hit"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","(TagName="""")","Ones","Ones","None","None","None","None","MinionsOnProcFromAffix|AffixOnProcGhostGuard;ProcChance|GhostGuardOnCrit","","","","","","(TagName="""")","0","","","","1.200000","False","",""
GhostGuardOnEquip,"1-100","0","1","NSLOCTEXT(""AffixTable"", ""B67BE9B34F5B746D024BCA9173EBF398"", ""Summon {0} Spectral Guard on equip"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Weapon.Focus"")))","(TagName="""")","(TagName="""")","Ones","None","None","None","None","None","MinionsFromAffix|AffixGhostGuard","","","","","","(TagName="""")","0","","","","1.200000","False","",""
GhostGuardOnKill,"1-100","0","1","NSLOCTEXT(""AffixTable"", ""0A590CF94F90280E6058C9B5B9659AD5"", ""{1%}% chance to Summon a Spectral Guard on Kill"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","(TagName="""")","Ones","Ones","None","None","None","None","MinionsOnProcFromAffix|AffixOnProcGhostGuard;ProcChance|GhostGuardOnKill","","","","","","(TagName="""")","0","","","","1.200000","False","",""
GhostGuardTakeCrit,"1-100","0","1","NSLOCTEXT(""AffixTable"", ""F1A263D5424968077834CE8F4089A040"", ""{1%}% chance to Summon a Spectral Guard on taking a Critical Hit"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Weapon.Cannon"")))","(TagName="""")","(TagName="""")","Ones","Ones","None","None","None","None","MinionsOnProcFromAffix|AffixOnProcGhostGuard;ProcChance|GhostGuardTakeCrit","","","","","","(TagName="""")","0","","","","1.200000","False","",""
GoblinFortDeco_Tooltip,"1-100","0","1","NSLOCTEXT(""AffixTable"", ""811324AB499162B7561B8CB972D58521"", ""One or more random fort decorations inspired by dungeons in the Goblin frontier"")","","False","False","NoTraits","(GameplayTags=)","(TagName="""")","(TagName="""")","None","None","None","None","None","None","","","","","","","(TagName="""")","0","","","","1.200000","False","",""
GoldBagTooltip,"1-100","0","0","NSLOCTEXT(""AffixTable"", ""E3D49E0E4AF976623294C2BACB12486F"", ""Use this to get a bounty of gold."")","","False","False","NoTraits","(GameplayTags=)","(TagName="""")","(TagName="""")","None","None","None","None","None","None","","","","","","","(TagName="""")","0","","","","1.200000","False","",""
HitPoints_Bonus_Primary,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""CE4D9247412F8F1B5511A1B9C92FA77C"", ""+{0} Health"")","NSLOCTEXT(""AffixTable"", ""1B6645B1463D8EF0ED262D8A5C61EFC5"", ""Robust {0}"")","False","True","Default","(GameplayTags=((TagName=""Affix.Primary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Locomotion""),(TagName=""Affix.Hitpoints.Bonus""),(TagName=""Item.Pet.Collar"")))","(TagName="""")","(TagName="""")","HitPointsBonus","None","None","None","None","None","Hitpoints.Max","0.5-1.0","0.74-1.53","1.28-2","1.28-2","","(TagName="""")","0","","","","1.200000","False","",""
HitPoints_Bonus_Secondary,"1-100","200","1","NSLOCTEXT(""AffixTable"", ""D34CA8EC475E62DFCBECBAAC8ADF22B2"", ""+{0} Health"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Armour.Chest""),(TagName=""Item.Armour.Pants""),(TagName=""Item.Armour.Locomotion""),(TagName=""Item.Weapon.Shield""),(TagName=""Affix.Hitpoints.Bonus""),(TagName=""Item.Pet.Collar""),(TagName=""Item.Weapon.Focus"")))","(TagName="""")","(TagName="""")","HitPointsBonus","None","None","None","None","None","Hitpoints.Max","0.176-0.368","0.22-0.46","0.38-0.6","0.38-0.6","","(TagName="""")","0","","","","1.200000","False","",""
HitPoints_OnKill,"1-100","100","1","NSLOCTEXT(""AffixTable"", ""303E70C14C16E17D7E8C43B367A17D0B"", ""+{0} Health on kill"")","NSLOCTEXT(""AffixTable"", ""4C3FD0D94F834AE7F0B743A367FE48C0"", ""{0} of Recovery"")","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Affix.Hitpoints.OnKill""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Pet.Collar""),(TagName=""Item.Weapon.Cannon""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Hatch"")))","(TagName="""")","(TagName="""")","HealthOnKill","None","None","None","None","None","HealthOnKillVsTarget|Character.Monster","0.75-0.9","0.8-1.0","1.0-1.3","1.0-1.3","","(TagName="""")","0","","","","1.200000","False","",""
HitPoints_OnKill_vsChampions,"1-100","0","0","NSLOCTEXT(""AffixTable"", ""4FBCE8A3478A4FFE9A564196CD4CB53F"", ""+{0} Health on killing a Champion or stronger"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Affix.Hitpoints.OnKill""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Pet.Collar""),(TagName=""Affix.vsChampions"")))","(TagName="""")","(TagName="""")","HealthOnKill","None","None","None","None","None","HealthOnKillVsTarget|Character.Monster.Champion","","","","","","(TagName="""")","0","","","","1.200000","False","","Legendary Secondary"
HitPoints_OnKill_vsGoblins,"1-16;47-100","100","1","NSLOCTEXT(""AffixTable"", ""B32308FC4983B4F88B327E8184C22DA8"", ""+{0} Health on killing a Goblin"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Pet.Collar""),(TagName=""Affix.vsMonsterType.Goblins""),(TagName=""Item.Weapon.Cannon""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Weapon.Sword""),(TagName=""Item.Weapon.Mace""),(TagName=""Item.Weapon.Digitus""),(TagName=""Item.Weapon.Staff""),(TagName=""Item.Weapon.Greatweapon""),(TagName=""Item.Weapon.Hammer""),(TagName=""Affix.Hitpoints.OnKill.vsGoblins""),(TagName=""Affix.NonElemental"")))","(TagName="""")","(TagName="""")","HealthOnKill","None","None","None","None","None","HealthOnKillVsTarget|Character.Monster.Goblin","0.9-1.08","1.152-1.44","1.5-2","1.5-2","","(TagName="""")","0","","","","1.200000","False","",""
HitPoints_OnKill_vsNetherim,"5-100","60","1","NSLOCTEXT(""AffixTable"", ""B315A93F4DDB4B28D960A39763288E75"", ""+{0} Health on killing a Netherim"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Affix.NonElemental""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Pet.Collar""),(TagName=""Affix.vsNetherim""),(TagName=""Item.Weapon.Cannon""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Hatch""),(TagName=""Affix.Hitpoints.OnKill.vsNetherim"")))","(TagName="""")","(TagName="""")","HealthOnKill","None","None","None","None","None","HealthOnKillVsTarget|Character.Monster.Netherim","0.9-1.08","0.96-1.2","1.5-2","1.5-2","","(TagName="""")","0","","","","1.200000","False","",""
HitPoints_OnKill_vsVespid,"17-30;47-100","100","1","NSLOCTEXT(""AffixTable"", ""8F6C8E96451D8A2DF4831E9A6E221EC9"", ""+{0} Health on killing a Hyvid"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Pet.Collar""),(TagName=""Affix.vsMonsterType.Vespid""),(TagName=""Item.Weapon.Cannon""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Hatch""),(TagName=""Affix.Hitpoints.OnKill.vsHyvid""),(TagName=""Affix.NonElemental"")))","(TagName="""")","(TagName="""")","HealthOnKill","None","None","None","None","None","HealthOnKillVsTarget|Character.Monster.Vespid","0.9-1.08","0.96-1.2","1.5-2","1.5-2","","(TagName="""")","0","","","","1.200000","False","",""
HitPoints_OnKill_vsVoltura,"31-100","100","1","NSLOCTEXT(""AffixTable"", ""4535CFF446FEACA97494A483E1BBC079"", ""+{0} Health on killing a Voltura"")","","False","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Weapon.1H""),(TagName=""Item.Weapon.2H""),(TagName=""Item.Weapon.Focus""),(TagName=""Item.Pet.Collar""),(TagName=""Affix.vsMonsterType.Voltura""),(TagName=""Item.Weapon.Cannon""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Boots""),(TagName=""Item.Armour.Hatch""),(TagName=""Affix.NonElemental""),(TagName=""Affix.Hitpoints.OnKill.vsVoltura"")))","(TagName="""")","(TagName="""")","HealthOnKill","None","None","None","None","None","HealthOnKillVsTarget|Character.Monster.Voltura","0.9-1.08","0.96-1.2","1.5-2","1.5-2","","(TagName="""")","0","","","","1.200000","False","",""
HitPoints_Regen_Secondary,"1-100","200","1","NSLOCTEXT(""AffixTable"", ""7827FA074AEABF08091C94A37A4E8E5C"", ""+{0} Health /sec. Regen"")","NSLOCTEXT(""AffixTable"", ""96F44DCF48BC5CCE6CFA3EBE0A5DA0D0"", ""{0} of Rejuvenation"")","True","False","Default","(GameplayTags=((TagName=""Affix.Secondary""),(TagName=""Item.Armour.Hatch""),(TagName=""Item.Armour.Helm""),(TagName=""Item.Armour.Boots""),(TagName=""Affix.Hitpoints.Regen""),(TagName=""Item.Pet.Collar"")))","(TagName="""")","(TagName="""")","HealthRegen","None","None","None","None","None","Hitpoints.Regen","0.536-0.8","0.67-1.0","1.0-1.33","1.0-1.33","","(TagName="""")","0","","","","1.200000","False","",""
