---,Group,SubGroup,MaxCount,DisplayName,Description,Icon,bIsEnabled,bCanCraftDirectly,bRequiresUnlock,bRequired,Prop,Vendor,bAffectsGameplay,StatusEffect,GameplayTagContainer,UpgradeTo,bShowCraftingConfirmation,bShowStorageTab,PropType,CustomCraftingVerb,CustomCraftingUI,bCanCraftInOtherPlayersForts,PropComplexity,UpgradeChainIndex,DropWeight,QualityTags,CostType1,CostQuery1,Cost1,CostQuantity1,CostText1,CostIcon1,bApplyCost1ToFortProp,CostType2,CostQuery2,Cost2,CostQuantity2,CostText2,CostIcon2,bApplyCost2ToFortProp,Notes
Foliage_Goblin_02,"(RowName=""Decorations"")","(RowName=""Nature"")","0","NSLOCTEXT(""FortPropsTable"", ""4752478645F88C09A2C1D3A384CB9240"", ""Dense Growing Shrub"")","","None","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_foliage_gob_02.fort_foliage_gob_02_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.CraftsmanContract""),(TagName=""Fort.Prop.Deco.Bundle_4"")))","None","False","False","FortDecor","","None","False","1","0","100","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","216","","None","False","Currency","Name","WoodLog_T1_Ash","2","","None","False","Small"
Foliage_Goblin_03,"(RowName=""Decorations"")","(RowName=""Nature"")","0","NSLOCTEXT(""FortPropsTable"", ""5E1621434F029F62109C7CB5FA42315E"", ""Verdant Broadleaf Shrub"")","","None","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_foliage_gob_03.fort_foliage_gob_03_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.HomesteaderContract""),(TagName=""Fort.Prop.Deco.Bundle_4"")))","None","False","False","FortDecor","","None","False","1","0","100","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","287","","None","False","Currency","Name","WoodLog_T1_Ash","3","","None","False","Medium"
Foliage_Hyvid_01,"(RowName=""Decorations"")","(RowName=""Nature"")","0","NSLOCTEXT(""FortPropsTable"", ""2BAD68434E8EAD8F9A6830A5610C4F0B"", ""Twitchy Tentacles"")","","None","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_foliage_if_01.fort_foliage_if_01_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.AdventurerContract""),(TagName=""Fort.Prop.Deco.Bundle_2"")))","None","False","False","FortDecor","","None","False","1","0","60","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","300","","None","False","Currency","Name","WoodLog_T1_Ash","6","","None","False","Medium"
Forged_Wardrobe_Common_01,"(RowName=""Storage"")","(RowName=""Wardrobes"")","2","NSLOCTEXT(""FortPropsTable"", ""A979AE6844BBFF44984D15A7AC0DD268"", ""Terracotta Forged Figure"")","NSLOCTEXT(""FortPropsTable"", ""3D80BD0A42E82A8ABE8B3AB260C95240"", ""Store and display your favorite gear. Swap individual items or a full set."")","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/forged_crate_wardrobe_icon.forged_crate_wardrobe_icon","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wdrb_common_woodbox_Forged_01_bp.fort_wdrb_common_woodbox_Forged_01_bp_C","None","False","None","(GameplayTags=)","None","True","False","Wardrobe","","None","False","4","0","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","350","","None","False","Currency","Name","StoneBlock_T1_Sandstone","10","","None","False",""
Forged_Wardrobe_Common_01_Hardcore,"(RowName=""Storage"")","(RowName=""Wardrobes"")","2","NSLOCTEXT(""FortPropsTable"", ""62D651C140581FD0D7B89494D01CA807"", ""Terracotta Forged Figure (Hardcore)"")","NSLOCTEXT(""FortPropsTable"", ""81006A7842460E2DC12DDCB46E1DDE2B"", ""Store and display your favorite gear. Swap individual items or a full set. For hardcore characters only."")","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/forged_crate_wardrobe_icon.forged_crate_wardrobe_icon","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wdrb_common_woodbox_Forged_Hardcore_01_bp.fort_wdrb_common_woodbox_Forged_Hardcore_01_bp_C","None","False","None","(GameplayTags=)","None","True","False","Wardrobe","","None","False","4","0","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","350","","None","False","Currency","Name","StoneBlock_T1_Sandstone","10","","None","False",""
Forged_Wardrobe_Common_02,"(RowName=""Storage"")","(RowName=""Wardrobes"")","2","NSLOCTEXT(""FortPropsTable"", ""22577A874374D398154F0B9DC5372775"", ""Chiseled Forged Figure"")","NSLOCTEXT(""FortPropsTable"", ""55FE888249B28611F5A4F68755FDBB47"", ""Store and display your favorite gear. Swap individual items or a full set."")","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/forged_barrel_wardrobe_icon.forged_barrel_wardrobe_icon","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wdrb_common_woodround_Forged_01_bp.fort_wdrb_common_woodround_Forged_01_bp_C","None","False","None","(GameplayTags=)","None","True","False","Wardrobe","","None","False","4","0","0","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","350","","None","False","Currency","Name","StoneBlock_T1_Sandstone","10","","None","False",""
Forged_Wardrobe_Gears_01,"(RowName=""Storage"")","(RowName=""Wardrobes"")","2","NSLOCTEXT(""FortPropsTable"", ""98EC9D31495B4F34526A3EA37C240883"", ""Forged of Gears"")","NSLOCTEXT(""FortPropsTable"", ""5808B7B441958AD00768ECB552B46517"", ""Store and display your favorite gear. Swap individual items or a full set."")","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/forged_gearstower_wardrobe_icon.forged_gearstower_wardrobe_icon","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wrdb_rare_gears_Forged_01_bp.fort_wrdb_rare_gears_Forged_01_bp_C","None","False","None","(GameplayTags=)","None","False","False","Wardrobe","","None","False","4","0","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","Currency","Name","Gold","750","","None","False","Currency","Name","MetalBar_T1_Tin","40","","None","False",""
Forged_Wardrobe_Plant_01,"(RowName=""Storage"")","(RowName=""Wardrobes"")","2","NSLOCTEXT(""FortPropsTable"", ""DC56ACB84EC91F247A63FEA076A4FA36"", ""Jungle Forged Statue"")","NSLOCTEXT(""FortPropsTable"", ""4CBB62164B5034E2B9B5B4AD6CAB51B9"", ""Store and display your favorite gear. Swap individual items or a full set."")","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/forged_leaf_wardrobe_icon.forged_leaf_wardrobe_icon","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wdrb_magic_plant_01_bp.fort_wdrb_magic_plant_01_bp_C","None","False","None","(GameplayTags=)","None","False","False","Wardrobe","","None","False","4","0","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","500","","None","False","Currency","Name","WoodPlank_T1_Ash","35","","None","False",""
Forged_Wardrobe_Wooden_01,"(RowName=""Storage"")","(RowName=""Wardrobes"")","2","NSLOCTEXT(""FortPropsTable"", ""093C71344FD454EF5B71DAB9DA4E6090"", ""Bronze Forged Statue"")","NSLOCTEXT(""FortPropsTable"", ""07D5E89540340FBA294B298891E2B5DB"", ""Store and display your favorite gear. Swap individual items or a full set."")","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/forged_candles_wardrobe_icon.forged_candles_wardrobe_icon","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/fort_wrdb_magic_wooden_FRG_01_bp1.fort_wrdb_magic_wooden_FRG_01_bp1_C","None","False","None","(GameplayTags=)","None","False","False","Wardrobe","","None","False","4","0","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","500","","None","False","Currency","Name","WoodPlank_T1_Ash","35","","None","False",""
ForgedSkillObject,"(RowName=""Functional"")","(RowName=""SkillObjects"")","1","NSLOCTEXT(""FortPropsTable"", ""45457C244B4E86EC6DEB309CAFA74FC6"", ""Automaton Shop"")","NSLOCTEXT(""FortPropsTable"", ""303A1C13411A9315A4072499289BA3C8"", ""Used by the Forged to unlearn skill levels with respectacle points."")","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/automation3_fort_icon.automation3_fort_icon","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_forged_skillobject_03_bp.fort_forged_skillobject_03_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.SkillBuilding.AutomatonShop"")))","ForgedSkillObject2","False","False","FortDecor","","None","False","3","0","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","None","None","None","0","","None","False","None","None","None","0","","None","False",""
ForgedSkillObject2,"(RowName=""Functional"")","(RowName=""SkillObjects"")","1","NSLOCTEXT(""FortPropsTable"", ""633F4663480DE524122E8180ADA293CC"", ""Lvl. 2 Automaton Shop"")","NSLOCTEXT(""FortPropsTable"", ""2E7CDFB24F3A959D3162EA982792DEC2"", ""Used by the Forged to unlearn skill levels with respectacle points."")","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/automation2_fort_icon.automation2_fort_icon","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_forged_skillobject_02_bp.fort_forged_skillobject_02_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.SkillBuilding.AutomatonShop"")))","ForgedSkillObject3","True","False","FortDecor","","None","False","3","0","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Currency","Name","Gold","2000","","None","False","Currency","Name","SkillPoints","200","","None","False",""
ForgedSkillObject3,"(RowName=""Functional"")","(RowName=""SkillObjects"")","1","NSLOCTEXT(""FortPropsTable"", ""13B3D37A4C5E85C45F11B5A4F6EFBAD7"", ""Lvl. 3 Automaton Shop"")","NSLOCTEXT(""FortPropsTable"", ""609CF53B4C57661B7F80E9993490659D"", ""Used by the Forged to unlearn skill levels with respectacle points."")","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/automation3_fort_icon.automation3_fort_icon","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_forged_skillobject_03_bp.fort_forged_skillobject_03_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.SkillBuilding.AutomatonShop"")))","ForgedSkillObject4","True","False","FortDecor","","None","False","3","0","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Currency","Name","Gold","10000","","None","False","Currency","Name","SkillPoints","400","","None","False",""
ForgedSkillObject4,"(RowName=""Functional"")","(RowName=""SkillObjects"")","1","NSLOCTEXT(""FortPropsTable"", ""4C29D2D242CDCCE2F3409292D2AF174C"", ""Lvl. 4 Automaton Shop"")","NSLOCTEXT(""FortPropsTable"", ""7983A45F45B8F166E1EEA8A71D384CFA"", ""Used by the Forged to unlearn skill levels with respectacle points."")","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/automation3_fort_icon.automation3_fort_icon","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_forged_skillobject_03_bp.fort_forged_skillobject_03_bp_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.SkillBuilding.AutomatonShop"")))","None","True","False","FortDecor","","None","False","3","0","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Currency","Name","Gold","15000","","None","False","Currency","Name","SkillPoints","600","","None","False",""
ForgedStatue03,"(RowName=""Storage"")","(RowName=""Wardrobes"")","1","NSLOCTEXT(""FortPropsTable"", ""63A262A742E6D217D11518AFEB2A2098"", ""Alpha Hero of Iron"")","NSLOCTEXT(""FortPropsTable"", ""918BDD7B43EC77D07FBD93A771AC3A88"", ""Store and display your favorite gear. Swap individual items or a full set. Thank-you gift for participation in Closed Alpha testing, 2019."")","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/forged_statue_icon.forged_statue_icon","True","False","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/WardrobeProps/WardrobeProp_Forged_Statue03.WardrobeProp_Forged_Statue03_C","None","False","None","(GameplayTags=)","None","False","False","Wardrobe","","None","False","4","0","0","(GameplayTags=((TagName=""ItemQuality.Legendary"")))","Currency","Name","Gold","1000","","None","False","Currency","Name","StoneBlock_T1_Sandstone","200","","None","False",""
Gate_Cemetery_01,"(RowName=""Decorations"")","(RowName=""Walls"")","0","NSLOCTEXT(""FortPropsTable"", ""5F35E6D94C0EAE8116761FB17B303DE8"", ""Cemetery Gate"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/fort_cemeterygate_icon.fort_cemeterygate_icon","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_gate_gy_01.fort_gate_gy_01_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","False","1","0","0","(GameplayTags=((TagName=""ItemQuality.Rare"")))","Currency","Name","Gold","600","","None","False","Currency","Name","StoneBlock_T1_Sandstone","33","","None","False","Large"
Gcave_banner_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""AF6B9BC5447DB41AEDFA65862DAE11B7"", ""Goblin Banner"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/gob_banner_2.gob_banner_2","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Fort_gcave_banner_01.Fort_gcave_banner_01_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","False","1","0","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","200","","None","False","Currency","Name","WoodLog_T1_Ash","6","","None","False","Medium"
Gcave_bonewall_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""D0441AF74372558CE3DAF9BB7AFFBF8F"", ""Tusk Wall"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/bonespike_3.bonespike_3","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Fort_gcave_spikewall_02.Fort_gcave_spikewall_02_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.HomesteaderContract""),(TagName=""Fort.Prop.Deco.Bundle_2"")))","None","False","False","FortDecor","","None","False","1","0","100","(GameplayTags=((TagName=""ItemQuality.Normal"")))","Currency","Name","Gold","287","","None","False","Currency","Name","WoodLog_T1_Ash","3","","None","False","Medium"
Gcave_candles_01,"(RowName=""Decorations"")","(RowName=""Misc"")","0","NSLOCTEXT(""FortPropsTable"", ""C4D1CEBF44913C96CB62B58F7FC4C76C"", ""Unlit Candles"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/candles.candles","True","True","False","False","/Game/Environments/GlobalProps/Blueprints/Fort/fort_prop_gob_candle_01.fort_prop_gob_candle_01_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","False","1","0","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","200","","None","False","Currency","Name","WoodLog_T1_Ash","5","","None","False","Small"
Gcave_carvedrocks_01,"(RowName=""Decorations"")","(RowName=""Art"")","0","NSLOCTEXT(""FortPropsTable"", ""BAFD6FDC42FD2C2543EA1AB5B21C6CA2"", ""Goblin Carvings"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/rockscarved_2.rockscarved_2","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Fort_gcave_carvedrocks_01.Fort_gcave_carvedrocks_01_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","False","1","0","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","200","","None","False","Currency","Name","StoneRock_T1_Sandstone","17","","None","False","Medium"
Gcave_dome_01,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""420CFC1646EE1B90BDECF7B6034B8D7D"", ""Cave Dome"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/gob_entrance_1.gob_entrance_1","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Fort_gcave_dome1.Fort_gcave_dome1_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","False","1","0","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","200","","None","False","Currency","Name","StoneBlock_T1_Sandstone","11","","None","False","Large"
Gcave_dome_02,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""C3C04F5C4300AF8BC23CFFAAD0505F6E"", ""Tall Cave Dome"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/gob_entrance_2.gob_entrance_2","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Fort_gcave_dome2.Fort_gcave_dome2_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.CraftsmanContract""),(TagName=""Fort.Prop.Deco.Bundle_2"")))","None","False","False","FortDecor","","None","False","1","0","60","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","300","","None","False","Currency","Name","StoneRock_T1_Sandstone","17","","None","False","Medium"
Gcave_dome_03,"(RowName=""Decorations"")","(RowName=""Structures"")","0","NSLOCTEXT(""FortPropsTable"", ""D32123D6401E3A802D0C1F8BF29195BE"", ""Short Cave Dome"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/gob_entrance_3.gob_entrance_3","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Fort_gcave_dome3.Fort_gcave_dome3_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.AdventurerContract""),(TagName=""Fort.Prop.Deco.Bundle_2"")))","None","False","False","FortDecor","","None","False","1","0","60","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","300","","None","False","Currency","Name","StoneRock_T1_Sandstone","17","","None","False","Medium"
Gcave_entrance_01,"(RowName=""Decorations"")","(RowName=""Nature"")","0","NSLOCTEXT(""FortPropsTable"", ""AE8E640B4BA58C8F3F09E5B81FB11F26"", ""Large Cave Entrance"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/entrancesmall_3.entrancesmall_3","True","False","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Fort_gcave_entrancesmall_01.Fort_gcave_entrancesmall_01_C","None","False","None","(GameplayTags=((TagName=""Fort.Prop.Deco.AdventurerContract""),(TagName=""Fort.Prop.Deco.Bundle_2"")))","None","False","False","FortDecor","","None","False","1","0","60","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","300","","None","False","Currency","Name","StoneRock_T1_Sandstone","17","","None","False","Medium"
Gcave_entrance_02,"(RowName=""Decorations"")","(RowName=""Nature"")","0","NSLOCTEXT(""FortPropsTable"", ""3485EEEC4CE002A230B8C29BC4E4CC89"", ""Small Cave Entrance"")","","/Game/Environments/GlobalProps/Blueprints/Fort/FortObjectIcons/caveentrance_1.caveentrance_1","True","True","True","False","/Game/Environments/GlobalProps/Blueprints/Fort/Fort_gcave_entrancesmall_02.Fort_gcave_entrancesmall_02_C","None","False","None","(GameplayTags=)","None","False","False","FortDecor","","None","False","1","0","0","(GameplayTags=((TagName=""ItemQuality.Magic"")))","Currency","Name","Gold","200","","None","False","Currency","Name","StoneBlock_T1_Sandstone","11","","None","False","Large"
