---,Speakers,Type,TitleText,Text,ButtonText,Voiceover,AudioTableEntry,ContextType1,ContextParam1,ContextType2,ContextParam2,ContextType3,ContextParam3,IconPortraitTag,Tags,Weight,ContextEntries,bDefaultSet,Notes
Default_Zaya_Quip2,"((RowName=""Zaya""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""0415EDE34653020F5B0152A6A6C857C4"", ""This is such a strange place… think of the research!"")","","(AssetGuid=C0267CA7FE4F4EE88349ACA04CE3313A)","(AudioTableEntry=""Zaya_Quips"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Zaya"")","(GameplayTags=)","1","","True",""
Default_Zaya_Quip3,"((RowName=""Zaya""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""A0DB253D42EA252A611C3CAFA914D3E4"", ""Tell me if you find any strange ember."")","","(AssetGuid=C0267CA7FE4F4EE88349ACA04CE3313A)","(AudioTableEntry=""Zaya_Quips"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Zaya"")","(GameplayTags=)","1","","True",""
Default_Zaya_Quip4,"((RowName=""Zaya""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""2BCD7B964539DF71D40FD4A946A9193A"", ""Isn\'t this place amazing?"")","","(AssetGuid=C0267CA7FE4F4EE88349ACA04CE3313A)","(AudioTableEntry=""Zaya_Quips"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Zaya"")","(GameplayTags=)","1","","True",""
Default_Zaya_Quip5,"((RowName=""Zaya""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""326EEB784957D03CB9CAA780F5E11983"", ""Hi there!"")","","(AssetGuid=C0267CA7FE4F4EE88349ACA04CE3313A)","(AudioTableEntry=""Zaya_Quips"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Zaya"")","(GameplayTags=)","1","","True",""
Default_Zaya_Quip6,"((RowName=""Zaya""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""4525299A43E001D41E3D52BF3EC06863"", ""Yes, how can I help you?"")","","(AssetGuid=C0267CA7FE4F4EE88349ACA04CE3313A)","(AudioTableEntry=""Zaya_Quips"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Zaya"")","(GameplayTags=)","1","","True",""
Default_Zaya_Quip7,"((RowName=""Zaya""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""3130BC40445C6DF9E69E98A13A46FF6E"", ""No, sparkle! This one\'s a friend."")","","(AssetGuid=C0267CA7FE4F4EE88349ACA04CE3313A)","(AudioTableEntry=""Zaya_Quips"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Zaya"")","(GameplayTags=)","1","","True",""
Default_Zaya_Quip8,"((RowName=""Zaya""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""B13423094BB5F2E67021D6854BACA927"", ""I\'m sure we can help each other."")","","(AssetGuid=C0267CA7FE4F4EE88349ACA04CE3313A)","(AudioTableEntry=""Zaya_Quips"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Zaya"")","(GameplayTags=)","1","","True",""
Default_Generic_Quip01,"((RowName=""Hix_Act1""),(RowName=""Hix_Act2""),(RowName=""Hix_Act3""),(RowName=""LtHix""),(RowName=""Wolfram""),(RowName=""Wolfram_Act1""),(RowName=""SwampSeer""),(RowName=""Zephoras""),(RowName=""MayorHilde""),(RowName=""Hix_Act3_Town""),(RowName=""Guard""),(RowName=""Wolfram_Act2""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""34009FF74C1631B919367DA79D52B206"", ""Hello."")","","(AssetGuid=00000000000000000000000000000000)","(AudioTableEntry="""")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Hix"")","(GameplayTags=)","100","","True",""
Default_Generic_Quip02,"((RowName=""Hix_Act1""),(RowName=""Hix_Act2""),(RowName=""Hix_Act3""),(RowName=""LtHix""),(RowName=""Wolfram""),(RowName=""Wolfram_Act1""),(RowName=""SwampSeer""),(RowName=""Zephoras""),(RowName=""MayorHilde""),(RowName=""Hix_Act3_Town""),(RowName=""Guard""),(RowName=""Wolfram_Act2""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""F355B3034CA076EA3622588AE554913F"", ""Greetings, traveler."")","","(AssetGuid=00000000000000000000000000000000)","(AudioTableEntry="""")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Hix"")","(GameplayTags=)","100","","True",""
Default_Generic_Quip03,"((RowName=""Hix_Act1""),(RowName=""Hix_Act2""),(RowName=""Hix_Act3""),(RowName=""LtHix""),(RowName=""Wolfram""),(RowName=""Wolfram_Act1""),(RowName=""SwampSeer""),(RowName=""Zephoras""),(RowName=""MayorHilde""),(RowName=""Hix_Act3_Town""),(RowName=""Guard""),(RowName=""Wolfram_Act2""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""73D80A0D45AAAE5CFA1915AB11939697"", ""Good day."")","","(AssetGuid=00000000000000000000000000000000)","(AudioTableEntry="""")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Hix"")","(GameplayTags=)","100","","True",""
Default_Generic_Quip04,"((RowName=""Hix_Act1""),(RowName=""Hix_Act2""),(RowName=""Hix_Act3""),(RowName=""LtHix""),(RowName=""Wolfram""),(RowName=""Wolfram_Act1""),(RowName=""SwampSeer""),(RowName=""Zephoras""),(RowName=""MayorHilde""),(RowName=""Hix_Act3_Town""),(RowName=""Guard""),(RowName=""Wolfram_Act2""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""DAF173174D3D7BFD48C311A153EB9DAA"", ""Dangers lurk out there."")","","(AssetGuid=00000000000000000000000000000000)","(AudioTableEntry="""")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Hix"")","(GameplayTags=)","100","","True",""
Default_GeneralGraye_Quip1,"((RowName=""GeneralGraye""),(RowName=""GeneralGraye_Act3_Town""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""36373AAC450C2AD3878EAFB655F6B897"", ""Keep up the good work, recruit."")","","(AssetGuid=C0267CA7FE4F4EE88349ACA04CE3313A)","(AudioTableEntry=""Grey_Quips"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.General"")","(GameplayTags=)","1","","True",""
Default_GeneralGraye_Quip2,"((RowName=""GeneralGraye""),(RowName=""GeneralGraye_Act3_Town""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""79CD47454D03965AB5A3199E4DD5C905"", ""I trust that we can count on you."")","","(AssetGuid=C0267CA7FE4F4EE88349ACA04CE3313A)","(AudioTableEntry=""Grey_Quips"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.General"")","(GameplayTags=)","1","","True",""
Default_SgtFeathers_Quip1,"((RowName=""SgtFeathers""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""140CE3F64AC90E85B94A759E4A2AAA50"", ""Curious hooting."")","","(AssetGuid=067FF7C401794B55AB4B3ECA6C20725A)","(AudioTableEntry="""")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","10","","True",""
Default_SgtFeathers_Quip2,"((RowName=""SgtFeathers""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""EEC5038140CC48818500D5A54F288273"", ""Stares intently."")","","(AssetGuid=00000000000000000000000000000000)","(AudioTableEntry="""")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","10","","True",""
Default_SgtFeathers_Quip3,"((RowName=""SgtFeathers""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""02C29CD44E026B9F152CAD98DC91E126"", ""Ruffles feathers indignantly."")","","(AssetGuid=00000000000000000000000000000000)","(AudioTableEntry="""")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","10","","True",""
Default_SgtFeathers_Quip4,"((RowName=""SgtFeathers""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""14981488473969B339BEF3B563277E3E"", ""Gazes deeply into your very being."")","","(AssetGuid=00000000000000000000000000000000)","(AudioTableEntry="""")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
Default_Sparkles_Quip1,"((RowName=""Sparkles""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""3EA6B7D542F5983A4FB4CDBE69BAC65C"", ""Tentative yelp."")","","(AssetGuid=58EF3B7D7892439DB1D949E51BB24BAD)","(AudioTableEntry="""")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","10","","True",""
Default_Sparkles_Quip2,"((RowName=""Sparkles""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""6E96ECF8487BE11409B155B8C157647B"", ""Flares nostrils in a mildly threatening way."")","","(AssetGuid=00000000000000000000000000000000)","(AudioTableEntry="""")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","10","","True",""
Default_Sparkles_Quip3,"((RowName=""Sparkles""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""E49141444441A854D4B013B1E6E0F680"", ""Unapologetic belch."")","","(AssetGuid=00000000000000000000000000000000)","(AudioTableEntry="""")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","10","","True",""
Default_Sparkles_Quip4,"((RowName=""Sparkles""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""175877494BDDF406FB09808730535B3B"", ""Eyes you hungrily."")","","(AssetGuid=00000000000000000000000000000000)","(AudioTableEntry="""")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EM_Townsfolk_01,"((RowName=""Townsfolk_Act3_01""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""AB6D8BCC4E3F6BFE074C7398318982FD"", ""Very interesting..."")","","(AssetGuid=00000000000000000000000000000000)","(AudioTableEntry="""")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EM_Townsfolk_02,"((RowName=""Townsfolk_Act3_02""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""48FE5D434E451E7D152A3A8E906E7315"", ""How curious..."")","","(AssetGuid=00000000000000000000000000000000)","(AudioTableEntry="""")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EM_Townsfolk_03,"((RowName=""Townsfolk_Act3_03""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""FDB358A6490134055B91C789481C11A7"", ""Is that so?"")","","(AssetGuid=00000000000000000000000000000000)","(AudioTableEntry="""")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EM_Townsfolk_04,"((RowName=""Townsfolk_Act3_01""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""EAD85C4D499E77D698485ABE44E5729C"", ""True, true."")","","(AssetGuid=00000000000000000000000000000000)","(AudioTableEntry="""")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EM_Townsfolk_05,"((RowName=""Townsfolk_Act3_02""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""0F084A6F4A6EA594858C649FAAE53926"", ""I can\'t believe it."")","","(AssetGuid=00000000000000000000000000000000)","(AudioTableEntry="""")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EM_Townsfolk_06,"((RowName=""Townsfolk_Act3_03""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""AEC1F53B4B16B01F0B2B5D8E278FF168"", ""Can you believe it?"")","","(AssetGuid=00000000000000000000000000000000)","(AudioTableEntry="""")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EM_Townsfolk_07,"((RowName=""Townsfolk_Act3_01""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""65E390714D04DAAF37B0C3B3A6B1FF2C"", ""I know, right?"")","","(AssetGuid=00000000000000000000000000000000)","(AudioTableEntry="""")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EM_Townsfolk_08,"((RowName=""Townsfolk_Act3_02""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""08C3F0224F2FF26F485D5C95DC9428F1"", ""Do tell, do tell."")","","(AssetGuid=00000000000000000000000000000000)","(AudioTableEntry="""")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
EM_Townsfolk_09,"((RowName=""Townsfolk_Act3_03""))","Bubble","","NSLOCTEXT(""DialogueTable"", ""7022E418411B631D2F8B56902C8187C9"", ""No way!"")","","(AssetGuid=00000000000000000000000000000000)","(AudioTableEntry="""")","None","None","None","None","None","None","(TagName="""")","(GameplayTags=)","1","","True",""
Lore_A1C1_Fishing_1,"((RowName=""LoreSpeaker_ItinerantFisherman""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_A1C1_Fishing_1_TitleText"", ""Angler\'s Paradise"")","NSLOCTEXT(""DialogueTable"", ""Lore_A1C1_Fishing_1_Text"", ""I’ve never seen so much unspoiled wilderness in all my years! It’s a travesty to trample upon it, even in the name of spreading “civilization.” Pah! Whatever that’s worth. The stevedores tell me the fishing is incomparable. If you can get by the goblin patrols, that is. Judging by the hauls of prismatic moray they bring in at the coast, I have high hopes for the interior!"")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A1C1_Fishing_Fisherman"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.ItinerantFisherman"")","(GameplayTags=)","1","","True",""
Lore_A1C1_GeneralGraye_1,"((RowName=""LoreSpeaker_ImperialScribe""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_A1C1_GeneralGraye_1_TitleText"", ""General Service"")","NSLOCTEXT(""DialogueTable"", ""Lore_A1C1_GeneralGraye_1_Text"", ""In recognition of meritorious service in the face of grave peril, the Imperial Corps of Engineers hereby confers upon General Abrilla Graye the honorable Star of Service. Your exceptional leadership at the Battle of Farfeathers was key to our victory."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A1C1_GeneralGraye_Scribe"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.ImperialScribe"")","(GameplayTags=)","1","","True",""
Lore_A1C1_GeneralGraye_2,"((RowName=""LoreSpeaker_VarnHeldam""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_A1C1_GeneralGraye_2_TitleText"", ""General Service"")","NSLOCTEXT(""DialogueTable"", ""Lore_A1C1_GeneralGraye_2_Text"", ""General, I hope this letter finds you faring well. I appreciate you taking on yet another difficult challenge. Time and again you have proven your mettle. After this, you really should reconsider my offer of a teaching position. You\'ve much to offer the troops. Sincerely, Varn Heldam."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A1C1_GeneralGraye_Heldam"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.VarnHeldam"")","(GameplayTags=((TagName=""Dialogue.Lore.GeneralGraye.2"")))","1","","True",""
Lore_A1C1_Kenik_1,"((RowName=""LoreSpeaker_ImperialScribe""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_A1C1_Kenik_1_TitleText"", ""Merc Money"")","NSLOCTEXT(""DialogueTable"", ""Lore_A1C1_Kenik_1_Text"", ""Mr. Kenik,\nWhile we appreciate the danger of entering the goblin homeland, our agreed upon fee does take this risk into account. We will not authorize additional gold nor your requested kegs of drink. These are our terms. Find work elsewhere if it\'s not enough. I hear the Merchant Clans of Kalush pay well."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A1C1_Kenik_Scribe"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.ImperialScribe"")","(GameplayTags=((TagName=""Dialogue.Lore.Kenik.1"")))","1","","True",""
Lore_A1C1_SnotskinGoblins_1,"((RowName=""LoreSpeaker_Wideload""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_A1C1_SnotskinGoblins_1_TitleText"", ""Battle Buddies"")","NSLOCTEXT(""DialogueTable"", ""Lore_A1C1_SnotskinGoblins_1_Text"", ""Humens are back! Stop messin\' with the reds and push the humens back in the sea!\nAnybody that don\'t wanna fight can take it up with Wideload."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A1C1_SnotskinGoblins_Wideload_FX"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Wideload"")","(GameplayTags=((TagName=""Dialogue.Lore.SnotskinGoblins.1"")))","1","","True",""
Lore_A1C1_Torchlight_1,"((RowName=""LoreSpeaker_CommanderVale""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_A1C1_Torchlight_1_TitleText"", ""A History of Torchlight, Chapter 1"")","NSLOCTEXT(""DialogueTable"", ""Lore_A1C1_Torchlight_1_Text"", ""Long before men strode the earth, The dwarves fought countless wars against the dragons over the ember they both so loved.\nOne of the most powerful dragons, Ordrak devoured a large cache of dwarven ember, becoming corrupted by it.\nThe dwarven hero Baldgrim and his Clockwork Guardian battle Ordrak at the bottom of a dwarven mine, sealing Ordrak within.\nAges later, a small mining town will be built atop this mine: Torchlight."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A1C1_Torchlight_Vale"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Vale"")","(GameplayTags=((TagName=""Dialogue.Lore.Torchlight.1"")))","1","","True",""
Lore_A1C1_Zaya_1,"((RowName=""LoreSpeaker_MartinicusVolvik""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_A1C1_Zaya_1_TitleText"", ""Still Seeking"")","NSLOCTEXT(""DialogueTable"", ""Lore_A1C1_Zaya_1_Text"", ""Seeker Stone\nThis spell may be used to enchant your lodestone such that it will always point to the true location of your subject\'s body, if it is present in your current reality.\nPlease note: there are more powerful, forbidden counter-spells that may indefinitely shield your subject from detection with this spell."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A1C1_Zaya_Volvik"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.MartinIcusvolvik"")","(GameplayTags=((TagName=""Dialogue.Lore.Zaya.1"")))","1","","True",""
Lore_A1C2_Ember_1,"((RowName=""LoreSpeaker_ImperialExplorer""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_A1C2_Ember_1_TitleText"", ""Ember Search"")","NSLOCTEXT(""DialogueTable"", ""Lore_A1C2_Ember_1_Text"", ""Came up empty again. Reports of a secret ember deposit under the goblin homeland is proving to be foundless. Maybe we have to push further inland?\nThis place reeks of goblins, but there\'s some strange feeling coming from the very earth itself and I\'m not ready to give up quite yet."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A1C2_Ember_ImpExp"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.ImperialExplorer"")","(GameplayTags=((TagName=""Dialogue.Lore.Ember.1"")))","1","","True",""
Lore_A1C2_SnotskinGoblins_2,"((RowName=""LoreSpeaker_Wideload""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_A1C2_SnotskinGoblins_2_TitleText"", ""Battle Buddies"")","NSLOCTEXT(""DialogueTable"", ""Lore_A1C2_SnotskinGoblins_2_Text"", ""No one fight or eat the purps. They our \""frenz\"". Purple lady help us kill many humens. We team up (for now). Remember, purple balls with teeth are NOT food."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A1C2_SnotskinGoblins_Wideload_FX"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.Wideload"")","(GameplayTags=((TagName=""Dialogue.Lore.SnotskinGoblins.2"")))","1","","True",""
Lore_A1C2_Undead_1,"((RowName=""LoreSpeaker_ImperialGuard""))","Lore","NSLOCTEXT(""DialogueTable"", ""Lore_A1C2_Undead_1_TitleText"", ""Situation Report #13"")","NSLOCTEXT(""DialogueTable"", ""Lore_A1C2_Undead_1_Text"", ""Our infantry pushed forward to allow our scouts to search for the whereabouts of the missing siege weapons. So far, we\'ve only encountered more goblins and a cave full of the undead. I can\'t imagine how the goblins managed to move all of that equipment so quickly, as if with brute strength alone."")","","(AssetGuid=9211BB3231714DC2A0923DB93FCDA716)","(AudioTableEntry=""Lore_A1C2_Undead_ImpGuard"")","None","None","None","None","None","None","(TagName=""Dialogue.LoreSpeakers.ImperialSoldier"")","(GameplayTags=((TagName=""Dialogue.Lore.Undead.1"")))","1","","True",""
