---,MinLevel,MaxLevel,DropWeight,MaxCount,TextFormat,ItemTextFormat,bIsPrimaryAffix,TraitType,AffixGameplayTags,AffixCurveValue1,AffixCurveValue2,AffixCurveValue3,AffixCurveValue4,AffixCurveValue5,AffixCurveValue6,TraitString,Normal,Magic,Rare,Legendary,Unique,TextOnDrop,Notes
Defense_Fire_Medium_Primary,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""6DABF842438D2F3F56248AA006EA884D"", ""+{0} Fire Defense"")","NSLOCTEXT(""AffixTable"", ""177F52E3448DBAE13BF3638241B75424"", ""Blazing {0}"")","True","Default","Affix.Primary;Item.Armour.Helm;Item.Armour.Shoulders;Affix.Defense.Fire;Item.Pet.Collar","Defense","None","None","None","None","None","DefenseVsElement|Element.Fire","0.31-0.36","0.35-0.38","0.37-0.48","0.47-0.55","","",""
Defense_Fire_Medium_Primary_LifeBound,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""6DABF842438D2F3F56248AA006EA884D"", ""+{0} Fire Defense"")","NSLOCTEXT(""AffixTable"", ""5B3979B746F85744191040A99D5EB1DC"", ""Phasic Blazing {0}"")","True","Default","Affix.Primary;Item.Armour.Helm;Item.Armour.Shoulders;Affix.Defense.Fire;Item.Pet.Collar;Affix.LifeBound","Defense","None","None","None","None","None","DefenseVsElement|Element.Fire","0.37-0.43","0.42-0.46","0.44-0.58","0.56-0.66","","",""
Defense_Fire_Medium_Secondary,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""6DABF842438D2F3F56248AA006EA884D"", ""+{0} Fire Defense"")","","False","Default","Affix.Secondary;Item.Armour.Helm;Item.Armour.Shoulders;Affix.Defense.Fire;Item.Pet.Collar","Defense","None","None","None","None","None","DefenseVsElement|Element.Fire","","0.08-0.2","0.1-0.5","0.4-1","","",""
Defense_Fire_Medium_Secondary_LifeBound,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""6DABF842438D2F3F56248AA006EA884D"", ""+{0} Fire Defense"")","","False","Default","Affix.Secondary;Item.Armour.Helm;Item.Armour.Shoulders;Affix.Defense.Fire;Affix.LifeBound","Defense","None","None","None","None","None","DefenseVsElement|Element.Fire","0.08-0.2","0.1-0.5","0.4-1","","","",""
Defense_Fire_Small_Primary,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""3AEDA1BB4406F6001E63D0AC0537F266"", ""+{0} Fire Defense"")","NSLOCTEXT(""AffixTable"", ""6A64DB54489C8CAF6EBD8B8FB9C92622"", ""Blazing {0}"")","True","Default","Affix.Primary;Item.Armour.Boots;Item.Armour.Hatch;Item.Armour.Gloves;Affix.Defense.Fire","Defense","None","None","None","None","None","DefenseVsElement|Element.Fire","0.17-0.21","0.2-0.23","0.22-0.28","0.27-0.3","","",""
Defense_Fire_Small_Primary_LifeBound,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""3AEDA1BB4406F6001E63D0AC0537F266"", ""+{0} Fire Defense"")","NSLOCTEXT(""AffixTable"", ""8135431E422062625218BABD814508C7"", ""Phasic Blazing {0}"")","True","Default","Affix.Primary;Item.Armour.Boots;Item.Armour.Hatch;Item.Armour.Gloves;Affix.Defense.Fire;Affix.LifeBound","Defense","None","None","None","None","None","DefenseVsElement|Element.Fire","0.2-0.25","0.24-0.28","0.26-0.34","0.32-0.36","","",""
Defense_Fire_Small_Secondary,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""3AEDA1BB4406F6001E63D0AC0537F266"", ""+{0} Fire Defense"")","","False","Default","Affix.Secondary;Item.Armour.Boots;Item.Armour.Hatch;Item.Armour.Gloves;Affix.Defense.Fire","Defense","None","None","None","None","None","DefenseVsElement|Element.Fire","","0.05-0.12","0.11-0.28","0.27-0.35","","",""
Defense_Fire_Small_Secondary_LifeBound,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""3AEDA1BB4406F6001E63D0AC0537F266"", ""+{0} Fire Defense"")","","False","Default","Affix.Secondary;Item.Armour.Boots;Item.Armour.Hatch;Item.Armour.Gloves;Affix.Defense.Fire;Affix.LifeBound","Defense","None","None","None","None","None","DefenseVsElement|Element.Fire","0.05-0.12","0.11-0.28","0.27-0.35","","","",""
Defense_Ice_Large_Primary,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""62D768B2425B1667E6E7358E27A9D373"", ""+{0} Ice Defense"")","NSLOCTEXT(""AffixTable"", ""D228161846D903CF10044BB0BA567478"", ""Frosted {0}"")","True","Default","Affix.Primary;Item.Armour.Chest;Item.Armour.Pants;Item.Armour.Locomotion;Item.Weapon.Shield;Affix.Defense.Ice","Defense","None","None","None","None","None","DefenseVsElement|Element.Ice","0.47-0.52","0.51-0.58","0.57-0.72","0.72-0.79","","",""
Defense_Ice_Large_Primary_LifeBound,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""62D768B2425B1667E6E7358E27A9D373"", ""+{0} Ice Defense"")","NSLOCTEXT(""AffixTable"", ""32BCB1784BEBE17AA00983A880D3C348"", ""Phasic Frosted {0}"")","True","Default","Affix.Primary;Item.Armour.Chest;Item.Armour.Pants;Item.Armour.Locomotion;Item.Weapon.Shield;Affix.Defense.Ice;Affix.LifeBound","Defense","None","None","None","None","None","DefenseVsElement|Element.Ice","0.56-0.62","0.61-0.7","0.68-0.86","0.86-0.95","","",""
Defense_Ice_Large_Primary_Strong,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""62D768B2425B1667E6E7358E27A9D373"", ""+{0} Ice Defense"")","NSLOCTEXT(""AffixTable"", ""D228161846D903CF10044BB0BA567478"", ""Frosted {0}"")","True","Default","Affix.Primary;Item.Weapon.Shield;Affix.Defense.Ice;Affix.Defense.ShieldStrong","Defense","None","None","None","None","None","DefenseVsElement|Element.Ice","0.56-0.62","0.61-0.7","0.68-0.86","0.86-0.95","","",""
Defense_Ice_Large_Primary_Strong_LifeBound,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""62D768B2425B1667E6E7358E27A9D373"", ""+{0} Ice Defense"")","NSLOCTEXT(""AffixTable"", ""32BCB1784BEBE17AA00983A880D3C348"", ""Phasic Frosted {0}"")","True","Default","Affix.Primary;Item.Weapon.Shield;Affix.Defense.Ice;Affix.Defense.ShieldStrong;Affix.LifeBound","Defense","None","None","None","None","None","DefenseVsElement|Element.Ice","0.67-0.74","0.73-0.84","0.82-1.03","1.03-1.14","","",""
Defense_Physical_Large_Primary,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""60FEE4924359D77F0438DFBE6CB3DD22"", ""+{0} Physical Defense"")","NSLOCTEXT(""AffixTable"", ""FF2F4A704469EF373AC0EE8EBBBD3BA0"", ""Hardened {0}"")","True","Default","Affix.Primary;Item.Armour.Chest;Item.Armour.Pants;Item.Armour.Locomotion;Item.Weapon.Shield;Affix.Defense.Physical","Defense","None","None","None","None","None","DefenseVsElement|Element.Physical","0.47-0.52","0.51-0.58","0.57-0.72","0.72-0.79","","",""
Defense_Physical_Large_Primary_LifeBound,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""60FEE4924359D77F0438DFBE6CB3DD22"", ""+{0} Physical Defense"")","NSLOCTEXT(""AffixTable"", ""927AFCB24DDA2917514D1DAEEED2F666"", ""Phasic Hardened {0}"")","True","Default","Affix.Primary;Item.Armour.Chest;Item.Armour.Pants;Item.Armour.Locomotion;Item.Weapon.Shield;Affix.Defense.Physical;Affix.LifeBound","Defense","None","None","None","None","None","DefenseVsElement|Element.Physical","0.56-0.62","0.61-0.7","0.68-0.86","0.86-0.95","","",""
Defense_Physical_Large_Primary_Strong,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""60FEE4924359D77F0438DFBE6CB3DD22"", ""+{0} Physical Defense"")","NSLOCTEXT(""AffixTable"", ""FF2F4A704469EF373AC0EE8EBBBD3BA0"", ""Hardened {0}"")","True","Default","Affix.Primary;Item.Weapon.Shield;Affix.Defense.Physical;Affix.Defense.ShieldStrong","Defense","None","None","None","None","None","DefenseVsElement|Element.Physical","0.56-0.62","0.61-0.7","0.68-0.86","0.86-0.95","","",""
Defense_Physical_Large_Primary_Strong_LifeBound,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""60FEE4924359D77F0438DFBE6CB3DD22"", ""+{0} Physical Defense"")","NSLOCTEXT(""AffixTable"", ""927AFCB24DDA2917514D1DAEEED2F666"", ""Phasic Hardened {0}"")","True","Default","Affix.Primary;Item.Weapon.Shield;Affix.Defense.Physical;Affix.Defense.ShieldStrong;Affix.LifeBound","Defense","None","None","None","None","None","DefenseVsElement|Element.Physical","0.67-0.74","0.73-0.84","0.82-1.03","1.03-1.14","","",""
Defense_Physical_Large_Primary_Newbie,"1.000000","1.000000","0","0","NSLOCTEXT(""AffixTable"", ""7C7FEE63473F84267A0120827EFA6659"", ""+{0} Physical Defense"")","NSLOCTEXT(""AffixTable"", ""7B855EA740446A7DF9DDCD808598AF3B"", ""{0}"")","True","Default","Affix.Primary;Item.Armour.Chest;Item.Armour.Pants;Item.Armour.Locomotion;Item.Weapon.Shield;Affix.Defense.Physical","Defense","None","None","None","None","None","DefenseVsElement|Element.Physical","0.18","","","","","","Starting Gear"
Defense_Physical_Large_Secondary,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""A54166684FCED00195EDF19FD1115C05"", ""+{0} Physical Defense"")","","False","Default","Affix.Secondary;Item.Armour.Chest;Item.Armour.Pants;Item.Armour.Locomotion;Item.Weapon.Shield;Affix.Defense.Physical","Defense","None","None","None","None","None","DefenseVsElement|Element.Physical","0.04","0.08-0.24","0.23-0.6","0.5-1","","",""
Defense_Physical_Large_Secondary_LifeBound,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""A54166684FCED00195EDF19FD1115C05"", ""+{0} Physical Defense"")","","False","Default","Affix.Secondary;Item.Armour.Chest;Item.Armour.Pants;Item.Armour.Locomotion;Item.Weapon.Shield;Affix.Defense.Physical;Affix.LifeBound","Defense","None","None","None","None","None","DefenseVsElement|Element.Physical","0.08-0.24","0.23-0.6","0.5-1","","","",""
Defense_Physical_Medium_Primary,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""35A057C146CC500D300D4DABCE8288FE"", ""+{0} Physical Defense"")","NSLOCTEXT(""AffixTable"", ""B6E8C5C04F7BC7B33615D08E793B1D3C"", ""Hardened {0}"")","True","Default","Affix.Primary;Item.Armour.Helm;Item.Armour.Shoulders;Affix.Defense.Physical;Item.Pet.Collar","Defense","None","None","None","None","None","DefenseVsElement|Element.Physical","0.31-0.36","0.35-0.38","0.37-0.48","0.47-0.55","","",""
Defense_Physical_Medium_Primary_LifeBound,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""35A057C146CC500D300D4DABCE8288FE"", ""+{0} Physical Defense"")","NSLOCTEXT(""AffixTable"", ""6C4DE8B648C2F989F37BEFB1DA5D2099"", ""Phasic Hardened {0}"")","True","Default","Affix.Primary;Item.Armour.Helm;Item.Armour.Shoulders;Affix.Defense.Physical;Item.Pet.Collar;Affix.LifeBound","Defense","None","None","None","None","None","DefenseVsElement|Element.Physical","0.37-0.43","0.42-0.46","0.44-0.58","0.56-0.66","","",""
Defense_Physical_Medium_Primary_Newbie,"1.000000","1.000000","0","0","NSLOCTEXT(""AffixTable"", ""3A070C0F4FFF9CC9F5555E9FE5B2C959"", ""+{0} Physical Defense"")","NSLOCTEXT(""AffixTable"", ""2E628F8C4CDE23F5FEA35689C59A485F"", ""{0}"")","True","Default","Affix.Primary;Item.Armour.Helm;Item.Armour.Shoulders;Affix.Defense.Physical","Defense","None","None","None","None","None","DefenseVsElement|Element.Physical","0.12","","","","","","Starting Gear"
Defense_Physical_Medium_Secondary,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""C20C21DB4DC81DC47F07918275C362CE"", ""+{0} Physical Defense"")","","False","Default","Affix.Secondary;Item.Armour.Chest;Item.Armour.Pants;Item.Armour.Locomotion;Item.Weapon.Shield;Affix.Defense.Physical","Defense","None","None","None","None","None","DefenseVsElement|Element.Physical","0.02","0.04-0.16","0.15-0.4","0.3-0.5","","",""
Defense_Physical_Medium_Secondary_LifeBound,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""C20C21DB4DC81DC47F07918275C362CE"", ""+{0} Physical Defense"")","","False","Default","Affix.Secondary;Item.Armour.Chest;Item.Armour.Pants;Item.Armour.Locomotion;Item.Weapon.Shield;Affix.Defense.Physical;Affix.LifeBound","Defense","None","None","None","None","None","DefenseVsElement|Element.Physical","0.04-0.16","0.15-0.4","0.3-0.5","","","",""
Defense_Physical_Small_Primary,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""08F58C8F4C84C255EAA4A68C5242C848"", ""+{0} Physical Defense"")","NSLOCTEXT(""AffixTable"", ""18DC248F46BC791CFCB811BF630B9E05"", ""Hardened {0}"")","True","Default","Affix.Primary;Item.Armour.Boots;Item.Armour.Hatch;Item.Armour.Gloves;Affix.Defense.Physical","Defense","None","None","None","None","None","DefenseVsElement|Element.Physical","0.17-0.21","0.2-0.23","0.22-0.28","0.27-0.3","","",""
Defense_Physical_Small_Primary_LifeBound,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""08F58C8F4C84C255EAA4A68C5242C848"", ""+{0} Physical Defense"")","NSLOCTEXT(""AffixTable"", ""2E62EE2F402B5430D50BE7BF1C786E95"", ""Phasic Hardened {0}"")","True","Default","Affix.Primary;Item.Armour.Boots;Item.Armour.Hatch;Item.Armour.Gloves;Affix.Defense.Physical;Affix.LifeBound","Defense","None","None","None","None","None","DefenseVsElement|Element.Physical","0.2-0.25","0.24-0.28","0.26-0.34","0.32-0.36","","",""
Defense_Physical_Small_Secondary,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""08715CC5455D5B56FD56ACA2D376C550"", ""+{0} Physical Defense"")","","False","Default","Affix.Secondary;Item.Armour.Boots;Item.Armour.Hatch;Item.Armour.Gloves;Affix.Defense.Physical","Defense","None","None","None","None","None","DefenseVsElement|Element.Physical","0.02","0.02-0.09","0.08-0.23","0.22-0.35","","",""
Defense_Physical_Small_Secondary_LifeBound,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""08715CC5455D5B56FD56ACA2D376C550"", ""+{0} Physical Defense"")","","False","Default","Affix.Secondary;Item.Armour.Boots;Item.Armour.Hatch;Item.Armour.Gloves;Affix.Defense.Physical;Affix.LifeBound","Defense","None","None","None","None","None","DefenseVsElement|Element.Physical","0.02-0.09","0.08-0.23","0.22-0.35","","","",""
Defense_Poison_Large_Primary,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""A637E65D443B9C577239638E10A5A475"", ""+{0} Poison Defense"")","NSLOCTEXT(""AffixTable"", ""F9086D684B6C3A5D60D307AAEAEE5C21"", ""Venomous {0}"")","True","Default","Affix.Primary;Item.Armour.Chest;Item.Armour.Pants;Item.Armour.Locomotion;Item.Weapon.Shield;Affix.Defense.Poison","Defense","None","None","None","None","None","DefenseVsElement|Element.Poison","0.47-0.52","0.51-0.58","0.57-0.72","0.72-0.79","","",""
Defense_Poison_Large_Primary_LifeBound,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""A637E65D443B9C577239638E10A5A475"", ""+{0} Poison Defense"")","NSLOCTEXT(""AffixTable"", ""B2FEC008421A4B5621DC558A04DCF0ED"", ""Phasic Venomous {0}"")","True","Default","Affix.Primary;Item.Armour.Chest;Item.Armour.Pants;Item.Armour.Locomotion;Item.Weapon.Shield;Affix.Defense.Poison;Affix.LifeBound","Defense","None","None","None","None","None","DefenseVsElement|Element.Poison","0.56-0.62","0.61-0.7","0.68-0.86","0.86-0.95","","",""
Defense_Poison_Large_Primary_Strong,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""A637E65D443B9C577239638E10A5A475"", ""+{0} Poison Defense"")","NSLOCTEXT(""AffixTable"", ""F9086D684B6C3A5D60D307AAEAEE5C21"", ""Venomous {0}"")","True","Default","Affix.Primary;Item.Weapon.Shield;Affix.Defense.Poison;Affix.Defense.ShieldStrong","Defense","None","None","None","None","None","DefenseVsElement|Element.Poison","0.56-0.62","0.61-0.7","0.68-0.86","0.86-0.95","","",""
Defense_Poison_Large_Primary_Strong_LifeBound,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""A637E65D443B9C577239638E10A5A475"", ""+{0} Poison Defense"")","NSLOCTEXT(""AffixTable"", ""B2FEC008421A4B5621DC558A04DCF0ED"", ""Phasic Venomous {0}"")","True","Default","Affix.Primary;Item.Weapon.Shield;Affix.Defense.Poison;Affix.Defense.ShieldStrong;Affix.LifeBound","Defense","None","None","None","None","None","DefenseVsElement|Element.Poison","0.67-0.74","0.73-0.84","0.82-1.03","1.03-1.14","","",""
Defense_Poison_Large_Secondary,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""6E3316644AA1BDD3ABA3BBB47FB46C0C"", ""+{0} Poison Defense"")","","False","Default","Affix.Secondary;Item.Armour.Chest;Item.Armour.Pants;Item.Armour.Locomotion;Item.Weapon.Shield;Affix.Defense.Poison","Defense","None","None","None","None","None","DefenseVsElement|Element.Poison","","0.1-0.3","0.2-0.5","0.5-0.72","","",""
Defense_Poison_Large_Secondary_LifeBound,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""6E3316644AA1BDD3ABA3BBB47FB46C0C"", ""+{0} Poison Defense"")","","False","Default","Affix.Secondary;Item.Armour.Chest;Item.Armour.Pants;Item.Armour.Locomotion;Item.Weapon.Shield;Affix.Defense.Poison;Affix.LifeBound","Defense","None","None","None","None","None","DefenseVsElement|Element.Poison","0.1-0.3","0.2-0.5","0.5-0.72","","","",""
Defense_Poison_Medium_Primary,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""77130F824E320968AB0AAAB7628799DF"", ""+{0} Poison Defense"")","NSLOCTEXT(""AffixTable"", ""44345B3C4477C99F2E14A896C745800D"", ""Venomous {0}"")","True","Default","Affix.Primary;Item.Armour.Helm;Item.Armour.Shoulders;Affix.Defense.Poison;Item.Pet.Collar","Defense","None","None","None","None","None","DefenseVsElement|Element.Poison","0.31-0.36","0.35-0.38","0.37-0.48","0.47-0.55","","",""
Defense_Poison_Medium_Primary_LifeBound,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""77130F824E320968AB0AAAB7628799DF"", ""+{0} Poison Defense"")","NSLOCTEXT(""AffixTable"", ""BC12C61249FF08968383B9B9C66409CA"", ""Phasic Venomous {0}"")","True","Default","Affix.Primary;Item.Armour.Helm;Item.Armour.Shoulders;Affix.Defense.Poison;Item.Pet.Collar;Affix.LifeBound","Defense","None","None","None","None","None","DefenseVsElement|Element.Poison","0.37-0.43","0.42-0.46","0.44-0.58","0.56-0.66","","",""
Defense_Poison_Medium_Secondary,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""2E9C99FD4684F28579137A88ADA4483E"", ""+{0} Poison Defense"")","","False","Default","Affix.Secondary;Item.Armour.Helm;Item.Armour.Shoulders;Affix.Defense.Poison;Item.Pet.Collar","Defense","None","None","None","None","None","DefenseVsElement|Element.Poison","","0.08-0.2","0.1-0.5","0.4-1","","",""
Defense_Poison_Medium_Secondary_LifeBound,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""2E9C99FD4684F28579137A88ADA4483E"", ""+{0} Poison Defense"")","","False","Default","Affix.Secondary;Item.Armour.Helm;Item.Armour.Shoulders;Affix.Defense.Poison;Affix.LifeBound","Defense","None","None","None","None","None","DefenseVsElement|Element.Poison","0.08-0.2","0.1-0.5","0.4-1","","","",""
Defense_Poison_Small_Primary,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""94EF2F0D4BAC93906B5E21AAB5C6B5F9"", ""+{0} Poison Defense"")","NSLOCTEXT(""AffixTable"", ""E1DB625E4028A4328043ECA5E20DB9AD"", ""Venomous {0}"")","True","Default","Affix.Primary;Item.Armour.Boots;Item.Armour.Hatch;Item.Armour.Gloves;Affix.Defense.Poison","Defense","None","None","None","None","None","DefenseVsElement|Element.Poison","0.17-0.21","0.2-0.23","0.22-0.28","0.27-0.3","","",""
Defense_Poison_Small_Primary_LifeBound,"1.000000","100.000000","100","0","NSLOCTEXT(""AffixTable"", ""94EF2F0D4BAC93906B5E21AAB5C6B5F9"", ""+{0} Poison Defense"")","NSLOCTEXT(""AffixTable"", ""E1AAA3E04EB00641BCEC7DAD2BE7A358"", ""Phasic Venomous {0}"")","True","Default","Affix.Primary;Item.Armour.Boots;Item.Armour.Hatch;Item.Armour.Gloves;Affix.Defense.Poison;Affix.LifeBound","Defense","None","None","None","None","None","DefenseVsElement|Element.Poison","0.2-0.25","0.24-0.28","0.26-0.34","0.32-0.36","","",""
Defense_Poison_Small_Secondary,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""B201AB21422F95306F63909010E38399"", ""+{0} Poison Defense"")","","False","Default","Affix.Secondary;Item.Armour.Boots;Item.Armour.Hatch;Item.Armour.Gloves;Affix.Defense.Poison","Defense","None","None","None","None","None","DefenseVsElement|Element.Poison","","0.05-0.12","0.12-0.28","0.27-0.31","","",""
Defense_Poison_Small_Secondary_LifeBound,"1.000000","100.000000","100","1","NSLOCTEXT(""AffixTable"", ""B201AB21422F95306F63909010E38399"", ""+{0} Poison Defense"")","","False","Default","Affix.Secondary;Item.Armour.Boots;Item.Armour.Hatch;Item.Armour.Gloves;Affix.Defense.Poison;Affix.LifeBound","Defense","None","None","None","None","None","DefenseVsElement|Element.Poison","0.05-0.12","0.12-0.28","0.27-0.31","","","",""
Defense_vsGoblins_Large_Primary,"10.000000","100.000000","50","0","NSLOCTEXT(""AffixTable"", ""302E4AE147FF4E76EC3FA3A723AB2544"", ""+{0} Goblin Defense"")","NSLOCTEXT(""AffixTable"", ""3BC92EAF41C07AD841C3FABE877F7643"", ""Goblinproof {0}"")","True","Default","Affix.Primary;Item.Armour.Chest;Item.Armour.Pants;Item.Armour.Locomotion;Item.Weapon.Shield;Affix.Defense.Goblin","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Goblin","","","0.80-1.01","0.99-1.12","","",""
Defense_vsGoblins_Large_Primary_LifeBound,"10.000000","100.000000","50","0","NSLOCTEXT(""AffixTable"", ""302E4AE147FF4E76EC3FA3A723AB2544"", ""+{0} Goblin Defense"")","NSLOCTEXT(""AffixTable"", ""1BDA9806487120C21180C9B0B813B9AF"", ""Phasic Goblinproof {0}"")","True","Default","Affix.Primary;Item.Armour.Chest;Item.Armour.Pants;Item.Armour.Locomotion;Item.Weapon.Shield;Affix.Defense.Goblin;Affix.LifeBound","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Goblin","","","0.99-1.12","","","",""
Defense_vsGoblins_Large_Secondary,"10.000000","100.000000","50","1","NSLOCTEXT(""AffixTable"", ""357A282340E780F70A84D69E078EAFD7"", ""+{0} Goblin Defense"")","","False","Default","Affix.Secondary;Item.Armour.Chest;Item.Armour.Pants;Item.Armour.Locomotion;Item.Weapon.Shield;Affix.Defense.Goblin","Defense","None","None","None","None","None","DefenseVsSource|Character.Monster.Goblin","","0.14-0.42","0.28-0.70","0.70-1.01","","",""
